,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
165,160,Jean-Philippe Gbamin,ci CIV,MF,Everton,23,1995,1.5,4,3,1,1,2,1,2,50.0,1,1,0,1,1,5,4,0,Matches
166,161,David de Gea,es ESP,GK,Manchester Utd,28,1990,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,4,Matches
167,162,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,24,1995,22.8,20,11,12,5,3,8,26,30.8,18,10,1,9,13,33,16,1,Matches
168,163,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,19,2000,1.4,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
169,164,Billy Gilmour,sct SCO,MF,Chelsea,18,2001,2.2,5,2,3,2,0,2,4,50.0,2,2,0,2,3,8,3,1,Matches
170,165,Olivier Giroud,fr FRA,FW,Chelsea,32,1986,11.0,8,3,2,5,1,1,11,9.1,10,14,1,13,2,10,13,0,Matches
171,166,Ben Godfrey,eng ENG,DF,Norwich City,21,1998,29.4,22,14,18,3,1,10,18,55.6,8,41,37,4,25,47,152,3,Matches
172,167,André Gomes,pt POR,MF,Everton,26,1993,16.2,22,15,7,11,4,8,62,12.9,54,20,3,17,7,29,7,0,Matches
173,168,Angel Gomes,eng ENG,MF,Manchester Utd,18,2000,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
174,169,Joe Gomez,eng ENG,DF,Liverpool,22,1997,22.3,23,16,17,6,0,9,20,45.0,11,15,8,7,38,61,64,2,Matches
175,170,Anthony Gordon,eng ENG,MF,Everton,18,2001,4.9,11,7,5,6,0,5,15,33.3,10,6,2,4,8,19,4,0,Matches
176,171,Dan Gosling,eng ENG,MF,Bournemouth,29,1990,14.0,26,10,14,9,3,6,27,22.2,21,31,11,20,20,46,26,0,Matches
177,172,Andre Gray,jm JAM,FW,Watford,28,1991,8.4,4,3,0,2,2,1,3,33.3,2,4,1,3,1,5,2,0,Matches
178,173,Demarai Gray,eng ENG,"MF,FW",Leicester City,23,1996,6.9,12,6,6,6,0,6,12,50.0,6,7,0,7,5,17,4,0,Matches
179,174,Jack Grealish,eng ENG,"FW,MF",Aston Villa,23,1995,35.9,29,19,12,12,5,13,34,38.2,21,33,12,21,22,51,22,1,Matches
180,175,Mason Greenwood,eng ENG,"MF,FW",Manchester Utd,17,2001,14.7,17,11,5,6,6,5,20,25.0,15,9,0,9,6,23,6,1,Matches
181,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
182,176,Arnaut Groeneveld,nl NED,MF,Bournemouth,22,1997,7.0,4,2,3,1,0,1,4,25.0,3,2,0,2,8,12,4,1,Matches
183,177,Pascal Groß,de GER,"MF,FW",Brighton,28,1991,20.0,36,13,8,21,7,14,39,35.9,25,25,3,22,9,45,7,0,Matches
184,178,Vicente Guaita,es ESP,GK,Crystal Palace,32,1987,35.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,18,3,Matches
185,179,Mattéo Guendouzi,fr FRA,MF,Arsenal,20,1999,19.4,31,16,14,13,4,14,43,32.6,29,21,7,14,29,60,38,2,Matches
186,180,Frederic Guilbert,fr FRA,"DF,MF",Aston Villa,24,1994,22.7,74,43,48,20,6,36,67,53.7,31,33,10,23,49,123,74,2,Matches
187,181,İlkay Gündoğan,de GER,MF,Manchester City,28,1990,22.4,27,16,9,11,7,9,41,22.0,32,17,5,12,31,58,13,0,Matches
188,182,Angus Gunn,eng ENG,GK,Southampton,23,1996,10.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches
189,183,Sébastien Haller,ci CIV,FW,West Ham,25,1994,25.2,22,15,8,10,4,3,30,10.0,27,19,5,14,8,30,27,0,Matches
190,184,Grant Hanley,sct SCO,DF,Norwich City,27,1991,14.0,24,15,17,7,0,8,14,57.1,6,25,18,7,31,55,77,1,Matches
191,185,Kortney Hause,eng ENG,DF,Aston Villa,24,1995,17.2,21,9,15,5,1,8,15,53.3,7,27,19,8,20,41,98,4,Matches
192,186,Isaac Hayden,eng ENG,MF,Newcastle Utd,24,1995,24.7,55,27,33,17,5,20,50,40.0,30,24,7,17,38,93,38,0,Matches
193,187,Tom Heaton,eng ENG,GK,Aston Villa,33,1986,19.9,3,2,3,0,0,3,4,75.0,1,0,0,0,0,3,6,0,Matches
194,188,Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,36.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,1,Matches
195,189,Jordan Henderson,eng ENG,MF,Liverpool,29,1990,24.9,63,41,18,33,12,22,55,40.0,33,22,4,18,30,93,21,2,Matches
196,190,Jeff Hendrick,ie IRL,MF,Burnley,27,1992,21.5,18,10,7,8,3,7,27,25.9,20,21,8,13,20,38,20,0,Matches
197,191,Wayne Hennessey,wls WAL,GK,Crystal Palace,32,1987,3.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,Matches
198,192,Javier Hernández,mx MEX,FW,West Ham,31,1988,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
199,193,Onel Hernández,cu CUB,MF,Norwich City,26,1993,15.4,27,19,13,11,3,9,31,29.0,22,12,1,11,19,46,10,0,Matches
200,194,Son Heung-min,kr KOR,"MF,FW",Tottenham,27,1992,27.5,23,15,10,11,2,9,57,15.8,48,23,0,23,19,42,18,1,Matches
201,195,George Hirst,eng ENG,"MF,DF",Leicester City,20,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
202,196,Rob Holding,eng ENG,DF,Arsenal,23,1995,6.5,4,2,3,1,0,1,3,33.3,2,10,6,4,5,9,45,1,Matches
203,197,José Holebas,gr GRE,DF,Watford,35,1984,11.4,26,15,19,7,0,9,28,32.1,19,11,4,7,3,29,33,0,Matches
204,198,Mason Holgate,eng ENG,DF,Everton,22,1996,22.8,44,26,30,13,1,21,31,67.7,10,26,13,13,34,78,97,0,Matches
205,199,Nathan Holland,eng ENG,MF,West Ham,21,1998,0.4,3,1,2,1,0,0,0,,0,1,0,1,0,3,0,0,Matches
206,200,Conor Hourihane,ie IRL,MF,Aston Villa,28,1991,17.0,16,10,4,8,4,10,25,40.0,15,19,4,15,9,25,31,0,Matches
207,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
208,201,Callum Hudson-Odoi,eng ENG,"FW,MF",Chelsea,18,2000,9.6,10,4,4,5,1,1,7,14.3,6,9,0,9,5,15,4,1,Matches
209,202,Will Hughes,eng ENG,MF,Watford,24,1995,25.0,75,47,24,41,10,25,67,37.3,42,48,8,40,37,112,28,0,Matches
210,203,Pierre Højbjerg,dk DEN,MF,Southampton,23,1995,30.6,80,49,34,38,8,39,91,42.9,52,44,5,39,46,126,54,2,Matches
211,204,Jordon Ibe,eng ENG,DF,Bournemouth,23,1995,0.6,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
212,205,Adam Idah,ie IRL,"FW,MF",Norwich City,18,2001,2.5,2,2,1,0,1,2,3,66.7,1,4,0,4,0,2,1,0,Matches
213,206,Odion Ighalo,ng NGA,FW,Manchester Utd,30,1989,1.1,2,2,0,2,0,1,3,33.3,2,1,1,0,0,2,0,0,Matches
214,207,Kelechi Iheanacho,ng NGA,FW,Leicester City,22,1996,10.7,3,1,1,2,0,1,9,11.1,8,8,1,7,3,6,8,0,Matches
215,208,Danny Ings,eng ENG,FW,Southampton,27,1992,31.2,42,25,16,16,10,13,67,19.4,54,62,4,58,9,51,30,1,Matches
216,209,Alex Iwobi,ng NGA,MF,Everton,23,1996,17.7,25,17,8,15,2,12,33,36.4,21,18,2,16,14,39,10,1,Matches
217,210,Phil Jagielka,eng ENG,DF,Sheffield Utd,36,1982,2.7,5,4,3,2,0,1,3,33.3,2,5,5,0,4,9,19,0,Matches
218,211,Alireza Jahanbakhsh,ir IRN,"MF,FW",Brighton,25,1993,3.5,8,4,3,2,3,0,2,0.0,2,5,0,5,3,11,2,0,Matches
219,212,Daniel James,wls WAL,"MF,FW",Manchester Utd,21,1997,25.4,20,10,5,10,5,7,45,15.6,38,23,4,19,7,27,12,0,Matches
220,213,Matty James,eng ENG,MF,Leicester City,28,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
221,214,Reece James,eng ENG,DF,Chelsea,19,1999,16.8,36,23,18,14,4,11,29,37.9,18,19,8,11,22,58,28,0,Matches
222,215,Daryl Janmaat,nl NED,DF,Watford,30,1989,6.7,14,10,8,6,0,6,13,46.2,7,7,2,5,7,21,23,0,Matches
223,216,Gabriel Jesus,br BRA,FW,Manchester City,22,1997,22.6,17,10,4,5,8,7,25,28.0,18,26,1,25,11,28,6,0,Matches
224,217,Raúl Jiménez,mx MEX,FW,Wolves,28,1991,36.0,20,12,6,10,4,3,31,9.7,28,26,0,26,16,36,34,1,Matches
225,218,João Pedro,br BRA,MF,Watford,17,2001,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
226,219,Joelinton,br BRA,"FW,MF",Newcastle Utd,22,1996,29.8,34,20,7,22,5,9,32,28.1,23,32,6,26,11,45,30,0,Matches
227,220,Ben Johnson,eng ENG,DF,West Ham,19,2000,3.0,8,4,7,1,0,7,10,70.0,3,5,2,3,3,11,11,0,Matches
228,221,Curtis Jones,eng ENG,MF,Liverpool,18,2001,1.4,4,4,0,1,3,3,4,75.0,1,2,0,2,2,6,1,0,Matches
229,222,Phil Jones,eng ENG,DF,Manchester Utd,27,1992,1.5,2,2,1,1,0,1,1,100.0,0,2,0,2,2,4,9,1,Matches
230,223,Bruno Jordão,pt POR,FW,Wolves,20,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
231,224,Jorginho,it ITA,MF,Chelsea,27,1991,26.4,66,40,24,34,8,35,91,38.5,56,30,5,25,64,130,27,2,Matches
232,225,Jota,es ESP,"MF,FW",Aston Villa,28,1991,3.7,3,1,2,0,1,2,5,40.0,3,1,0,1,3,6,6,0,Matches
233,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
234,226,Diogo Jota,pt POR,FW,Wolves,22,1996,25.4,28,15,16,10,2,12,48,25.0,36,17,0,17,9,37,10,2,Matches
235,227,James Justin,eng ENG,"DF,MF",Leicester City,21,1998,11.2,36,17,22,14,0,15,25,60.0,10,15,7,8,11,47,30,0,Matches
236,228,Christian Kabasele,be BEL,DF,Watford,28,1991,25.0,37,24,26,11,0,17,32,53.1,15,31,23,8,36,73,127,0,Matches
237,229,Harry Kane,eng ENG,FW,Tottenham,26,1993,28.7,18,12,3,12,3,4,17,23.5,13,17,7,10,6,24,30,0,Matches
238,230,N'Golo Kanté,fr FRA,MF,Chelsea,28,1991,19.2,44,20,22,14,8,17,36,47.2,19,29,5,24,44,88,32,2,Matches
239,231,Moise Kean,it ITA,FW,Everton,19,2000,9.5,6,6,5,1,0,0,0,,0,4,0,4,5,11,1,1,Matches
240,232,Michael Keane,eng ENG,DF,Everton,26,1993,28.4,31,16,18,12,1,14,24,58.3,10,35,28,7,44,75,152,0,Matches
241,233,Naby Keïta,gn GUI,MF,Liverpool,24,1995,9.1,30,14,8,16,6,11,26,42.3,15,18,0,18,10,40,4,0,Matches
242,234,Lloyd Kelly,eng ENG,DF,Bournemouth,20,1998,7.1,7,3,3,4,0,6,7,85.7,1,9,5,4,6,13,15,1,Matches
243,235,Martin Kelly,eng ENG,DF,Crystal Palace,29,1990,17.2,23,18,19,4,0,14,31,45.2,17,18,10,8,16,39,86,1,Matches
244,236,Max Kilman,eng ENG,DF,Wolves,22,1997,2.1,4,2,1,3,0,2,2,100.0,0,1,1,0,4,8,7,0,Matches
245,237,Joshua King,no NOR,"FW,MF",Bournemouth,27,1992,22.3,16,6,4,8,4,4,16,25.0,12,20,3,17,8,24,9,0,Matches
246,238,Timm Klose,ch SUI,DF,Norwich City,31,1988,6.5,8,2,5,2,1,7,11,63.6,4,6,6,0,7,15,29,0,Matches
247,239,Jonathan Kodjia,ci CIV,FW,Aston Villa,29,1989,1.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
248,240,Sead Kolašinac,ba BIH,DF,Arsenal,26,1993,18.9,29,16,18,6,5,12,23,52.2,11,14,4,10,25,54,34,1,Matches
249,241,Ezri Konsa,eng ENG,DF,Aston Villa,21,1997,22.7,18,9,12,6,0,7,16,43.8,9,34,24,10,25,43,70,2,Matches
250,242,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,29,1989,28.1,67,32,43,20,4,26,48,54.2,22,35,11,24,43,110,58,1,Matches
251,243,Mateo Kovačić,hr CRO,MF,Chelsea,25,1994,23.0,63,38,29,32,2,26,65,40.0,39,15,1,14,22,85,16,1,Matches
252,244,Emil Krafth,se SWE,DF,Newcastle Utd,24,1994,11.3,18,12,15,2,1,9,20,45.0,11,11,8,3,8,26,45,0,Matches
253,245,Tim Krul,nl NED,GK,Norwich City,31,1988,36.0,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,13,1,Matches
254,246,Alexandre Lacazette,fr FRA,FW,Arsenal,28,1991,20.8,31,16,8,21,2,9,24,37.5,15,14,0,14,7,38,15,0,Matches
255,247,Adam Lallana,eng ENG,MF,Liverpool,31,1988,4.2,19,9,7,9,3,6,21,28.6,15,7,0,7,5,24,3,0,Matches
256,248,Érik Lamela,ar ARG,"MF,FW",Tottenham,27,1992,13.5,24,20,9,13,2,2,21,9.5,19,12,3,9,8,32,10,0,Matches
257,249,Tariq Lamptey,gh GHA,DF,Chelsea,18,2000,0.4,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
258,250,Tariq Lamptey,gh GHA,DF,Brighton,18,2000,6.5,7,6,6,1,0,2,9,22.2,7,6,0,6,16,23,17,0,Matches
259,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
260,251,Henri Lansbury,eng ENG,MF,Aston Villa,28,1990,2.2,6,2,3,1,2,2,8,25.0,6,4,0,4,0,6,3,0,Matches
261,252,Manuel Lanzini,ar ARG,"MF,FW",West Ham,26,1993,15.3,14,9,6,6,2,7,39,17.9,32,9,1,8,10,24,3,0,Matches
262,253,Aymeric Laporte,es ESP,DF,Manchester City,25,1994,12.2,13,6,6,7,0,4,9,44.4,5,6,5,1,20,33,26,1,Matches
263,254,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,25,1993,23.1,14,3,10,4,0,4,9,44.4,5,23,20,3,28,42,116,1,Matches
264,255,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,23,1996,5.3,13,9,11,2,0,11,18,61.1,7,2,0,2,3,16,4,0,Matches
265,256,Moritz Leitner,de GER,MF,Norwich City,26,1992,7.6,16,9,8,7,1,9,25,36.0,16,14,4,10,9,25,10,1,Matches
266,257,Florian Lejeune,fr FRA,DF,Newcastle Utd,28,1991,4.9,8,2,6,2,0,4,7,57.1,3,6,2,4,10,18,15,2,Matches
267,258,Aaron Lennon,eng ENG,MF,Burnley,32,1987,5.5,14,8,7,4,3,7,10,70.0,3,6,1,5,8,22,3,0,Matches
268,259,Bernd Leno,de GER,GK,Arsenal,27,1992,29.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,2,Matches
269,260,Jefferson Lerma,co COL,MF,Bournemouth,24,1994,30.0,54,32,17,31,6,22,48,45.8,26,28,12,16,57,111,54,1,Matches
270,261,Jamal Lewis,nir NIR,DF,Norwich City,21,1998,25.6,51,35,42,6,3,22,36,61.1,14,27,12,15,25,76,68,0,Matches
271,262,Victor Lindelöf,se SWE,DF,Manchester Utd,25,1994,34.4,29,15,16,12,1,17,20,85.0,3,25,16,9,26,55,129,0,Matches
272,263,Jesse Lingard,eng ENG,MF,Manchester Utd,26,1992,10.4,15,8,6,4,5,5,18,27.8,13,5,0,5,3,18,0,0,Matches
273,264,Hugo Lloris,fr FRA,GK,Tottenham,32,1986,20.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,2,Matches
274,265,Giovani Lo Celso,ar ARG,MF,Tottenham,23,1996,16.6,51,29,12,33,6,12,59,20.3,47,20,4,16,9,60,19,0,Matches
275,266,Jürgen Locadia,nl NED,"FW,MF",Brighton,25,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
276,267,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,23,1996,2.3,0,0,0,0,0,0,2,0.0,2,1,1,0,2,2,2,0,Matches
277,268,Kevin Long,ie IRL,DF,Burnley,28,1990,6.3,7,5,6,1,0,4,9,44.4,5,9,7,2,4,11,31,0,Matches
278,269,Shane Long,ie IRL,FW,Southampton,32,1987,15.5,19,10,5,8,6,7,19,36.8,12,12,0,12,4,23,16,0,Matches
279,270,Matthew Longstaff,eng ENG,MF,Newcastle Utd,19,2000,6.4,3,1,2,1,0,3,14,21.4,11,4,1,3,5,8,3,0,Matches
280,271,Sean Longstaff,eng ENG,MF,Newcastle Utd,21,1997,15.3,35,19,17,16,2,20,50,40.0,30,23,5,18,19,54,20,2,Matches
281,272,Dejan Lovren,hr CRO,DF,Liverpool,30,1989,8.6,13,8,10,3,0,7,12,58.3,5,9,6,3,10,23,42,0,Matches
282,273,Matthew Lowton,eng ENG,DF,Burnley,30,1989,17.0,41,22,20,18,3,22,33,66.7,11,20,6,14,27,68,57,1,Matches
283,274,David Luiz,br BRA,DF,Arsenal,32,1987,31.2,28,16,14,14,0,13,24,54.2,11,42,37,5,32,60,133,2,Matches
284,275,Douglas Luiz,br BRA,MF,Aston Villa,21,1998,29.0,46,24,25,17,4,19,65,29.2,46,42,15,27,36,82,54,1,Matches
285,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
286,276,John Lundstram,eng ENG,MF,Sheffield Utd,25,1994,27.3,46,30,18,21,7,21,65,32.3,44,18,4,14,33,79,46,1,Matches
287,277,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,20,1998,3.9,9,5,4,3,2,5,9,55.6,4,12,0,12,1,10,2,0,Matches
288,278,James Maddison,eng ENG,MF,Leicester City,22,1996,29.2,59,30,13,31,15,23,68,33.8,45,16,0,16,9,68,7,1,Matches
289,279,Harry Maguire,eng ENG,DF,Manchester Utd,26,1993,38.0,37,23,23,14,0,18,34,52.9,16,31,22,9,72,109,159,0,Matches
290,280,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,28,1991,21.6,28,14,11,9,8,11,38,28.9,27,31,1,30,18,46,8,2,Matches
291,281,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,1997,15.4,41,23,34,5,2,22,43,51.2,21,12,3,9,28,69,38,0,Matches
292,282,Sadio Mané,sn SEN,"FW,MF",Liverpool,27,1992,30.5,44,32,9,20,15,13,40,32.5,27,19,0,19,13,57,11,2,Matches
293,283,Javier Manquillo,es ESP,DF,Newcastle Utd,25,1994,17.8,39,26,27,8,4,24,38,63.2,14,14,2,12,18,57,56,0,Matches
294,284,Solly March,eng ENG,"MF,DF",Brighton,25,1994,12.7,25,12,16,6,3,9,19,47.4,10,16,4,12,20,45,14,2,Matches
295,285,Pablo Marí,es ESP,DF,Arsenal,25,1993,1.3,2,1,2,0,0,0,0,,0,0,0,0,1,3,10,0,Matches
296,286,Adrian Mariappa,jm JAM,DF,Watford,32,1986,16.8,20,14,15,4,1,11,30,36.7,19,22,7,15,11,31,73,0,Matches
297,287,Anthony Martial,fr FRA,FW,Manchester Utd,23,1995,29.2,15,12,1,4,10,1,16,6.3,15,18,1,17,5,20,17,0,Matches
298,288,David Martin,eng ENG,GK,West Ham,33,1986,4.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
299,289,Josh Martin,eng ENG,"MF,FW",Norwich City,17,2001,0.4,1,0,0,0,1,0,0,,0,1,0,1,1,2,0,0,Matches
300,290,Martinelli,br BRA,MF,Arsenal,18,2001,7.4,20,15,10,6,4,7,20,35.0,13,15,1,14,3,23,8,0,Matches
301,291,Emiliano Martínez,ar ARG,GK,Arsenal,26,1992,8.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
302,292,Adam Masina,ma MAR,DF,Watford,25,1994,20.2,38,22,24,11,3,14,37,37.8,23,26,12,14,28,66,66,0,Matches
303,293,Arthur Masuaku,cd COD,DF,West Ham,25,1993,10.4,41,23,24,13,4,23,39,59.0,16,19,5,14,14,55,23,0,Matches
304,294,Juan Mata,es ESP,MF,Manchester Utd,31,1988,8.4,7,3,1,5,1,2,7,28.6,5,5,1,4,0,7,2,0,Matches
305,295,Nemanja Matić,rs SRB,MF,Manchester Utd,30,1988,17.6,46,24,23,19,4,20,43,46.5,23,21,8,13,22,68,28,1,Matches
306,296,Joël Matip,cm CMR,DF,Liverpool,27,1991,7.8,13,9,4,7,2,4,11,36.4,7,8,4,4,12,25,38,0,Matches
307,297,Neal Maupay,fr FRA,FW,Brighton,22,1996,30.7,20,12,1,13,6,9,29,31.0,20,24,0,24,4,24,10,0,Matches
308,298,James McArthur,sct SCO,MF,Crystal Palace,31,1987,34.3,88,51,43,34,11,37,106,34.9,69,69,19,50,60,148,56,0,Matches
309,299,Oliver McBurnie,sct SCO,FW,Sheffield Utd,23,1996,23.5,37,22,6,27,4,11,40,27.5,29,25,3,22,15,52,43,0,Matches
310,300,Alex McCarthy,eng ENG,GK,Southampton,29,1989,28.0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,11,3,Matches
311,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
312,301,James McCarthy,ie IRL,MF,Crystal Palace,28,1990,18.7,82,47,36,36,10,40,76,52.6,36,24,5,19,24,106,11,0,Matches
313,302,John McGinn,sct SCO,MF,Aston Villa,24,1994,25.7,53,35,19,23,11,18,62,29.0,44,25,1,24,25,78,18,0,Matches
314,303,David McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,20.2,41,26,9,24,8,5,20,25.0,15,14,2,12,3,44,23,0,Matches
315,304,Michael McGovern,nir NIR,GK,Norwich City,35,1984,1.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
316,305,Kenny McLean,sct SCO,MF,Norwich City,27,1992,33.0,44,29,20,18,6,14,42,33.3,28,32,7,25,38,82,67,2,Matches
317,306,Dwight McNeil,eng ENG,MF,Burnley,19,1999,37.1,47,33,18,22,7,23,71,32.4,48,60,8,52,30,77,34,0,Matches
318,307,Scott McTominay,sct SCO,MF,Manchester Utd,22,1996,19.7,43,22,14,25,4,17,32,53.1,15,25,5,20,31,74,34,2,Matches
319,308,Ben Mee,eng ENG,DF,Burnley,29,1989,32.0,41,22,25,16,0,17,29,58.6,12,42,31,11,42,83,165,2,Matches
320,309,Benjamin Mendy,fr FRA,DF,Manchester City,25,1994,16.6,18,15,7,7,4,9,27,33.3,18,10,2,8,16,34,21,3,Matches
321,310,Nampalys Mendy,sn SEN,MF,Leicester City,27,1992,3.2,7,5,4,1,2,4,5,80.0,1,4,1,3,6,13,6,0,Matches
322,311,Chris Mepham,wls WAL,DF,Bournemouth,21,1997,10.1,20,9,13,7,0,11,14,78.6,3,17,11,6,17,37,62,1,Matches
323,312,Max Meyer,de GER,"MF,FW",Crystal Palace,23,1995,7.3,19,11,10,9,0,8,18,44.4,10,6,1,5,7,26,4,0,Matches
324,313,Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,27.9,61,32,32,25,4,35,84,41.7,49,30,7,23,42,103,39,4,Matches
325,314,James Milner,eng ENG,"MF,DF",Liverpool,33,1986,10.4,16,10,3,10,3,6,26,23.1,20,12,3,9,7,23,17,1,Matches
326,315,Yerry Mina,co COL,DF,Everton,24,1994,25.4,39,22,25,12,2,18,24,75.0,6,20,14,6,28,67,102,1,Matches
327,316,Takumi Minamino,jp JPN,"FW,MF",Liverpool,24,1995,2.8,3,3,0,2,1,2,10,20.0,8,3,0,3,0,3,3,0,Matches
328,317,Tyrone Mings,eng ENG,DF,Aston Villa,26,1993,32.2,15,11,11,3,1,10,13,76.9,3,56,48,8,30,45,190,4,Matches
329,318,Tyrick Mitchell,eng ENG,DF,Crystal Palace,19,1999,2.2,5,2,2,2,1,1,7,14.3,6,2,0,2,2,7,3,0,Matches
330,319,Henrikh Mkhitaryan,am ARM,"MF,FW",Arsenal,30,1989,1.2,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,1,0,Matches
331,320,Nacho Monreal,es ESP,DF,Arsenal,33,1986,3.0,1,1,1,0,0,1,3,33.3,2,3,1,2,3,4,10,0,Matches
332,321,Martín Montoya,es ESP,"DF,MF",Brighton,28,1991,21.1,57,29,31,20,6,30,56,53.6,26,19,5,14,24,81,40,0,Matches
333,322,Simon Moore,eng ENG,GK,Sheffield Utd,29,1990,2.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,1,Matches
334,323,Aaron Mooy,au AUS,MF,Brighton,28,1990,23.2,37,24,9,18,10,6,40,15.0,34,36,7,29,23,60,32,1,Matches
335,324,Wesley Moraes,br BRA,FW,Aston Villa,22,1996,19.8,15,8,3,8,4,0,5,0.0,5,10,2,8,4,19,23,0,Matches
336,325,Wes Morgan,jm JAM,DF,Leicester City,35,1984,4.8,4,1,3,1,0,0,3,0.0,3,5,3,2,7,11,19,0,Matches
337,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
338,326,Ravel Morrison,jm JAM,MF,Sheffield Utd,26,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
339,327,Mason Mount,eng ENG,"MF,FW",Chelsea,20,1999,31.9,37,17,8,19,10,9,42,21.4,33,25,3,22,16,53,18,0,Matches
340,328,Lucas Moura,br BRA,"MF,FW",Tottenham,26,1992,24.9,57,33,25,22,10,16,58,27.6,42,29,2,27,15,72,27,0,Matches
341,329,Lys Mousset,fr FRA,FW,Sheffield Utd,23,1996,13.8,9,5,0,5,4,3,7,42.9,4,3,0,3,4,13,2,0,Matches
342,330,João Moutinho,pt POR,MF,Wolves,32,1986,34.5,93,50,43,41,9,46,139,33.1,93,43,13,30,50,143,18,1,Matches
343,331,Glenn Murray,eng ENG,FW,Brighton,35,1983,8.9,5,2,0,3,2,2,9,22.2,7,6,2,4,1,6,12,0,Matches
