,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 32_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
103,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
104,101,Ben Davies,wls WAL,DF,Tottenham,26,1993,18,16,1431,15.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.01,0.05,0.07,0.01,0.07,Matches
105,102,Tom Davies,eng ENG,MF,Everton,21,1998,30,23,2027,22.5,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,1.6,1.6,0.5,2.1,0.07,0.02,0.09,0.07,0.09,Matches
106,103,Keinan Davis,eng ENG,FW,Aston Villa,21,1998,18,4,548,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.7,2.7,0.2,2.9,0.44,0.03,0.47,0.44,0.47,Matches
107,104,Craig Dawson,eng ENG,DF,Watford,29,1990,29,26,2361,26.2,2,0,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,3.0,3.0,0.5,3.5,0.11,0.02,0.13,0.11,0.13,Matches
108,105,Kevin De Bruyne,be BEL,MF,Manchester City,28,1991,35,32,2791,31.0,13,20,11,2,2,3,0,0.42,0.64,1.06,0.35,1.00,7.3,5.8,20.0,25.8,0.24,0.65,0.88,0.19,0.83,Matches
109,106,Troy Deeney,eng ENG,FW,Watford,31,1988,27,26,2225,24.7,10,2,5,5,6,3,0,0.40,0.08,0.49,0.20,0.28,10.5,5.8,3.5,9.3,0.42,0.14,0.57,0.23,0.38,Matches
110,107,Fabian Delph,eng ENG,MF,Everton,29,1989,16,13,1190,13.2,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
111,108,Leander Dendoncker,be BEL,"MF,DF",Wolves,24,1995,38,32,2795,31.1,4,0,4,0,0,5,0,0.13,0.00,0.13,0.13,0.13,1.8,1.8,0.7,2.5,0.06,0.02,0.08,0.06,0.08,Matches
112,109,Gerard Deulofeu,es ESP,"MF,FW",Watford,25,1994,28,25,2098,23.3,4,5,3,1,1,3,0,0.17,0.21,0.39,0.13,0.34,6.3,5.5,4.1,9.6,0.27,0.17,0.45,0.24,0.41,Matches
113,110,Eric Dier,eng ENG,"DF,MF",Tottenham,25,1994,19,15,1344,14.9,0,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.9,0.9,0.4,1.3,0.06,0.03,0.08,0.06,0.08,Matches
114,111,Lucas Digne,fr FRA,DF,Everton,26,1993,35,35,3030,33.7,0,7,0,0,0,6,0,0.00,0.21,0.21,0.00,0.21,1.5,1.5,6.3,7.7,0.04,0.19,0.23,0.04,0.23,Matches
115,112,Issa Diop,fr FRA,DF,West Ham,22,1997,32,31,2766,30.7,3,1,3,0,0,8,0,0.10,0.03,0.13,0.10,0.13,1.5,1.5,1.2,2.6,0.05,0.04,0.09,0.05,0.09,Matches
116,113,Moussa Djenepo,ml MLI,"MF,DF",Southampton,21,1998,18,10,928,10.3,2,2,2,0,0,4,1,0.19,0.19,0.39,0.19,0.39,2.4,2.4,1.9,4.3,0.23,0.19,0.41,0.23,0.41,Matches
117,114,Matt Doherty,ie IRL,"MF,DF",Wolves,27,1992,36,32,2839,31.5,4,3,4,0,0,1,0,0.13,0.10,0.22,0.13,0.22,6.9,6.9,2.2,9.1,0.22,0.07,0.29,0.22,0.29,Matches
118,115,Abdoulaye Doucouré,ml MLI,MF,Watford,26,1993,37,36,3156,35.1,4,2,4,0,0,9,0,0.11,0.06,0.17,0.11,0.17,5.2,5.2,3.9,9.0,0.15,0.11,0.26,0.15,0.26,Matches
119,116,Thomas Doyle,eng ENG,MF,Manchester City,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.24,0.00,0.24,0.24,0.24,Matches
120,117,Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.04,0.01,0.05,0.04,0.05,Matches
121,118,Danny Drinkwater,eng ENG,MF,Burnley,29,1990,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
122,119,Josip Drmić,ch SUI,"FW,MF",Norwich City,26,1992,21,5,647,7.2,1,0,1,0,0,0,1,0.14,0.00,0.14,0.14,0.14,3.1,3.1,1.1,4.1,0.43,0.15,0.58,0.43,0.58,Matches
123,120,Martin Dúbravka,sk SVK,GK,Newcastle Utd,30,1989,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
124,121,Ondrej Duda,sk SVK,MF,Norwich City,24,1994,10,9,724,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.5,2.0,0.06,0.19,0.25,0.06,0.25,Matches
125,122,Shane Duffy,ie IRL,DF,Brighton,27,1992,19,12,1238,13.8,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.2,1.2,0.2,1.3,0.09,0.01,0.10,0.09,0.10,Matches
126,123,Paul Dummett,wls WAL,DF,Newcastle Utd,27,1991,16,14,1228,13.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.02,0.02,0.00,0.02,Matches
127,124,Lewis Dunk,eng ENG,DF,Brighton,27,1991,36,36,3230,35.9,3,3,3,0,0,9,0,0.08,0.08,0.17,0.08,0.17,4.5,4.5,1.5,6.0,0.13,0.04,0.17,0.13,0.17,Matches
128,125,Ederson,br BRA,GK,Manchester City,25,1993,35,35,3071,34.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
129,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
130,126,John Egan,ie IRL,DF,Sheffield Utd,26,1992,36,36,3187,35.4,2,0,2,0,0,5,1,0.06,0.00,0.06,0.06,0.06,2.7,2.7,0.4,3.2,0.08,0.01,0.09,0.08,0.09,Matches
131,127,Harvey Elliott,eng ENG,DF,Liverpool,16,2003,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
132,128,Ahmed Elmohamady,eg EGY,DF,Aston Villa,31,1987,18,11,1031,11.5,1,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,0.2,0.2,2.8,3.0,0.02,0.24,0.26,0.02,0.26,Matches
133,129,Björn Engels,be BEL,DF,Aston Villa,24,1994,17,15,1447,16.1,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,1.0,0.9,0.3,1.2,0.06,0.02,0.08,0.06,0.07,Matches
134,130,Christian Eriksen,dk DEN,MF,Tottenham,27,1992,20,10,1097,12.2,2,2,2,0,0,5,0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,1.9,3.8,0.15,0.16,0.31,0.15,0.31,Matches
135,131,Jonny Evans,nir NIR,DF,Leicester City,31,1988,38,38,3383,37.6,1,1,1,0,0,8,1,0.03,0.03,0.05,0.03,0.05,3.7,3.7,0.7,4.4,0.10,0.02,0.12,0.10,0.12,Matches
136,132,Łukasz Fabiański,pl POL,GK,West Ham,34,1985,25,25,2117,23.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
137,133,Fabinho,br BRA,MF,Liverpool,25,1993,28,22,2079,23.1,2,3,2,0,0,6,0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.6,2.1,0.02,0.07,0.09,0.02,0.09,Matches
138,134,Ralf Fährmann,de GER,GK,Norwich City,30,1988,1,1,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
139,135,Akin Famewo,eng ENG,MF,Norwich City,20,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
140,136,Kiko Femenía,es ESP,DF,Watford,28,1991,28,26,2237,24.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.4,1.5,0.01,0.06,0.06,0.01,0.06,Matches
141,137,Bruno Fernandes,pt POR,MF,Manchester Utd,24,1994,14,14,1186,13.2,8,7,4,4,4,2,0,0.61,0.53,1.14,0.30,0.83,6.2,3.0,2.5,5.5,0.47,0.19,0.66,0.23,0.42,Matches
142,138,Gedson Fernandes,pt POR,"MF,DF",Tottenham,20,1999,7,0,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.13,0.16,0.03,0.16,Matches
143,139,Federico Fernández,ar ARG,DF,Newcastle Utd,30,1989,32,29,2620,29.1,2,2,2,0,0,8,0,0.07,0.07,0.14,0.07,0.14,1.4,1.4,1.2,2.6,0.05,0.04,0.09,0.05,0.09,Matches
144,140,Fernandinho,br BRA,DF,Manchester City,34,1985,30,26,2397,26.6,0,1,0,0,0,9,2,0.00,0.04,0.04,0.00,0.04,1.0,1.0,0.4,1.4,0.04,0.01,0.05,0.04,0.05,Matches
145,141,Roberto Firmino,br BRA,FW,Liverpool,27,1991,38,34,2988,33.2,9,8,9,0,0,0,0,0.27,0.24,0.51,0.27,0.51,14.0,14.0,6.5,20.5,0.42,0.20,0.62,0.42,0.62,Matches
146,142,John Fleck,sct SCO,MF,Sheffield Utd,27,1991,30,28,2516,28.0,5,2,5,0,0,8,0,0.18,0.07,0.25,0.18,0.25,3.1,3.1,3.4,6.5,0.11,0.12,0.23,0.11,0.23,Matches
147,143,Phil Foden,eng ENG,"MF,FW",Manchester City,19,2000,23,9,901,10.0,5,2,5,0,0,0,0,0.50,0.20,0.70,0.50,0.70,3.3,3.3,1.2,4.5,0.33,0.12,0.45,0.33,0.45,Matches
148,144,Pablo Fornals,es ESP,MF,West Ham,23,1996,36,24,2172,24.1,2,5,2,0,0,3,0,0.08,0.21,0.29,0.08,0.29,2.3,2.3,2.5,4.8,0.10,0.10,0.20,0.10,0.20,Matches
149,145,Ben Foster,eng ENG,GK,Watford,36,1983,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
150,146,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,21,1998,3,2,136,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.07,0.11,0.05,0.11,Matches
151,147,Dimitri Foulquier,fr FRA,"DF,MF",Watford,26,1993,3,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
152,148,Juan Foyth,ar ARG,DF,Tottenham,21,1998,4,1,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
153,149,Simon Francis,eng ENG,DF,Bournemouth,34,1985,15,10,969,10.8,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.4,0.01,0.02,0.03,0.01,0.03,Matches
154,150,Ryan Fraser,sct SCO,"MF,FW",Bournemouth,25,1994,28,21,2067,23.0,1,4,1,0,0,2,0,0.04,0.17,0.22,0.04,0.22,3.7,3.7,3.9,7.6,0.16,0.17,0.33,0.16,0.33,Matches
155,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
156,151,Fred,br BRA,MF,Manchester Utd,26,1993,29,23,2163,24.0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,2.1,3.8,0.07,0.09,0.16,0.07,0.16,Matches
157,152,Ryan Fredericks,eng ENG,DF,West Ham,26,1992,27,25,2237,24.9,0,3,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,2.6,2.7,0.01,0.10,0.11,0.01,0.11,Matches
158,153,Kieron Freeman,wls WAL,FW,Sheffield Utd,27,1992,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
159,154,Luke Freeman,eng ENG,MF,Sheffield Utd,27,1992,11,3,366,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.02,0.04,0.06,0.02,0.06,Matches
160,155,Christian Fuchs,at AUT,DF,Leicester City,33,1986,11,8,772,8.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Matches
161,156,Eric García,es ESP,DF,Manchester City,18,2001,13,8,793,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.06,0.02,0.08,0.06,0.08,Matches
162,157,James Garner,eng ENG,MF,Manchester Utd,18,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
163,158,Dwight Gayle,eng ENG,FW,Newcastle Utd,28,1990,20,10,850,9.4,4,2,4,0,0,2,0,0.42,0.21,0.64,0.42,0.64,4.3,4.3,0.8,5.1,0.46,0.09,0.54,0.46,0.54,Matches
164,159,Paulo Gazzaniga,ar ARG,GK,Tottenham,27,1992,18,17,1613,17.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
165,160,Jean-Philippe Gbamin,ci CIV,MF,Everton,23,1995,2,1,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
166,161,David de Gea,es ESP,GK,Manchester Utd,28,1990,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
167,162,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,24,1995,34,26,2051,22.8,4,4,3,1,1,3,0,0.18,0.18,0.35,0.13,0.31,6.2,5.4,2.7,8.2,0.27,0.12,0.39,0.24,0.36,Matches
168,163,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,19,2000,7,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches
169,164,Billy Gilmour,sct SCO,MF,Chelsea,18,2001,6,2,194,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.06,0.07,0.01,0.07,Matches
170,165,Olivier Giroud,fr FRA,FW,Chelsea,32,1986,18,12,993,11.0,8,0,8,0,0,1,0,0.73,0.00,0.73,0.73,0.73,7.3,7.3,0.9,8.2,0.66,0.08,0.74,0.66,0.74,Matches
171,166,Ben Godfrey,eng ENG,DF,Norwich City,21,1998,30,30,2644,29.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.02,0.00,0.03,0.02,0.03,Matches
172,167,André Gomes,pt POR,MF,Everton,26,1993,19,17,1458,16.2,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.1,1.2,0.01,0.07,0.08,0.01,0.08,Matches
173,168,Angel Gomes,eng ENG,MF,Manchester Utd,18,2000,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.59,0.59,0.00,0.59,Matches
174,169,Joe Gomez,eng ENG,DF,Liverpool,22,1997,28,22,2004,22.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
175,170,Anthony Gordon,eng ENG,MF,Everton,18,2001,11,4,440,4.9,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,0.4,0.7,0.06,0.08,0.14,0.06,0.14,Matches
176,171,Dan Gosling,eng ENG,MF,Bournemouth,29,1990,24,14,1264,14.0,3,1,3,0,0,3,0,0.21,0.07,0.28,0.21,0.28,2.9,2.9,1.1,4.0,0.21,0.08,0.28,0.21,0.28,Matches
177,172,Andre Gray,jm JAM,FW,Watford,28,1991,23,7,755,8.4,2,0,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,2.4,2.4,1.8,4.2,0.29,0.21,0.50,0.29,0.50,Matches
178,173,Demarai Gray,eng ENG,"MF,FW",Leicester City,23,1996,21,3,622,6.9,2,3,2,0,1,1,0,0.29,0.43,0.72,0.29,0.72,2.8,2.0,2.1,4.0,0.40,0.30,0.70,0.28,0.59,Matches
179,174,Jack Grealish,eng ENG,"FW,MF",Aston Villa,23,1995,36,36,3233,35.9,8,6,8,0,1,8,0,0.22,0.17,0.39,0.22,0.39,6.8,6.0,7.4,13.4,0.19,0.21,0.40,0.17,0.37,Matches
180,175,Mason Greenwood,eng ENG,"MF,FW",Manchester Utd,17,2001,31,12,1320,14.7,10,1,10,0,0,0,0,0.68,0.07,0.75,0.68,0.75,2.9,2.9,1.0,3.9,0.20,0.07,0.27,0.20,0.27,Matches
181,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
182,176,Arnaut Groeneveld,nl NED,MF,Bournemouth,22,1997,14,6,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.2,1.4,0.17,0.03,0.20,0.17,0.20,Matches
183,177,Pascal Groß,de GER,"MF,FW",Brighton,28,1991,29,22,1796,20.0,2,4,2,0,0,4,0,0.10,0.20,0.30,0.10,0.30,1.6,1.6,5.3,6.9,0.08,0.26,0.34,0.08,0.34,Matches
184,178,Vicente Guaita,es ESP,GK,Crystal Palace,32,1987,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
185,179,Mattéo Guendouzi,fr FRA,MF,Arsenal,20,1999,24,19,1748,19.4,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.8,0.8,1.1,1.9,0.04,0.06,0.10,0.04,0.10,Matches
186,180,Frederic Guilbert,fr FRA,"DF,MF",Aston Villa,24,1994,25,22,2041,22.7,0,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.5,1.9,0.02,0.07,0.08,0.02,0.08,Matches
187,181,İlkay Gündoğan,de GER,MF,Manchester City,28,1990,31,21,2020,22.4,2,1,1,1,2,7,0,0.09,0.04,0.13,0.04,0.09,4.0,2.4,2.1,4.5,0.18,0.10,0.27,0.11,0.20,Matches
188,182,Angus Gunn,eng ENG,GK,Southampton,23,1996,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
189,183,Sébastien Haller,ci CIV,FW,West Ham,25,1994,32,24,2266,25.2,7,1,7,0,0,1,0,0.28,0.04,0.32,0.28,0.32,8.0,8.0,2.5,10.5,0.32,0.10,0.42,0.32,0.42,Matches
190,184,Grant Hanley,sct SCO,DF,Norwich City,27,1991,15,14,1262,14.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.04,0.00,0.04,0.04,0.04,Matches
191,185,Kortney Hause,eng ENG,DF,Aston Villa,24,1995,18,17,1545,17.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,2.5,2.5,0.5,2.9,0.14,0.03,0.17,0.14,0.17,Matches
192,186,Isaac Hayden,eng ENG,MF,Newcastle Utd,24,1995,29,26,2223,24.7,1,2,1,0,0,4,1,0.04,0.08,0.12,0.04,0.12,1.2,1.2,2.3,3.5,0.05,0.09,0.14,0.05,0.14,Matches
193,187,Tom Heaton,eng ENG,GK,Aston Villa,33,1986,20,20,1794,19.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
194,188,Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
195,189,Jordan Henderson,eng ENG,MF,Liverpool,29,1990,30,26,2238,24.9,4,5,4,0,0,2,0,0.16,0.20,0.36,0.16,0.36,1.1,1.1,3.1,4.2,0.04,0.13,0.17,0.04,0.17,Matches
196,190,Jeff Hendrick,ie IRL,MF,Burnley,27,1992,24,22,1931,21.5,2,2,2,0,0,8,0,0.09,0.09,0.19,0.09,0.19,1.7,1.7,1.6,3.3,0.08,0.07,0.16,0.08,0.16,Matches
197,191,Wayne Hennessey,wls WAL,GK,Crystal Palace,32,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
198,192,Javier Hernández,mx MEX,FW,West Ham,31,1988,2,1,107,1.2,1,0,1,0,0,0,0,0.84,0.00,0.84,0.84,0.84,1.0,1.0,0.0,1.0,0.82,0.00,0.82,0.82,0.82,Matches
199,193,Onel Hernández,cu CUB,MF,Norwich City,26,1993,26,14,1384,15.4,1,2,1,0,0,0,0,0.07,0.13,0.20,0.07,0.20,2.2,2.2,0.9,3.2,0.15,0.06,0.21,0.15,0.21,Matches
200,194,Son Heung-min,kr KOR,"MF,FW",Tottenham,27,1992,30,28,2476,27.5,11,10,11,0,1,0,2,0.40,0.36,0.76,0.40,0.76,8.9,8.0,6.4,14.4,0.32,0.23,0.56,0.29,0.53,Matches
201,195,George Hirst,eng ENG,"MF,DF",Leicester City,20,1999,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.21,0.00,1.21,1.21,1.21,Matches
202,196,Rob Holding,eng ENG,DF,Arsenal,23,1995,8,6,581,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
203,197,José Holebas,gr GRE,DF,Watford,35,1984,14,11,1025,11.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,1.1,0.03,0.06,0.09,0.03,0.09,Matches
204,198,Mason Holgate,eng ENG,DF,Everton,22,1996,27,24,2054,22.8,0,3,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,1.7,1.7,0.7,2.4,0.08,0.03,0.10,0.08,0.10,Matches
205,199,Nathan Holland,eng ENG,MF,West Ham,21,1998,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
206,200,Conor Hourihane,ie IRL,MF,Aston Villa,28,1991,27,18,1534,17.0,3,5,3,0,0,4,0,0.18,0.29,0.47,0.18,0.47,1.7,1.7,6.0,7.7,0.10,0.35,0.45,0.10,0.45,Matches
207,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
208,201,Callum Hudson-Odoi,eng ENG,"FW,MF",Chelsea,18,2000,22,7,863,9.6,1,5,1,0,0,1,0,0.10,0.52,0.63,0.10,0.63,1.9,1.9,2.0,4.0,0.20,0.21,0.41,0.20,0.41,Matches
209,202,Will Hughes,eng ENG,MF,Watford,24,1995,30,27,2252,25.0,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,2.3,2.3,2.1,4.4,0.09,0.08,0.17,0.09,0.17,Matches
210,203,Pierre Højbjerg,dk DEN,MF,Southampton,23,1995,33,30,2752,30.6,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,3.2,3.2,1.8,5.0,0.11,0.06,0.16,0.11,0.16,Matches
211,204,Jordon Ibe,eng ENG,DF,Bournemouth,23,1995,2,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
212,205,Adam Idah,ie IRL,"FW,MF",Norwich City,18,2001,12,1,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.1,0.40,0.02,0.41,0.40,0.41,Matches
213,206,Odion Ighalo,ng NGA,FW,Manchester Utd,30,1989,11,0,101,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.1,2.0,1.68,0.07,1.75,1.68,1.75,Matches
214,207,Kelechi Iheanacho,ng NGA,FW,Leicester City,22,1996,20,12,960,10.7,5,3,5,0,0,1,0,0.47,0.28,0.75,0.47,0.75,6.0,6.0,2.6,8.6,0.56,0.24,0.80,0.56,0.80,Matches
215,208,Danny Ings,eng ENG,FW,Southampton,27,1992,38,32,2804,31.2,22,2,21,1,2,3,0,0.71,0.06,0.77,0.67,0.74,16.2,14.7,2.7,17.3,0.52,0.09,0.61,0.47,0.56,Matches
216,209,Alex Iwobi,ng NGA,MF,Everton,23,1996,25,19,1596,17.7,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,2.5,2.5,1.9,4.4,0.14,0.11,0.25,0.14,0.25,Matches
