,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Performance | GA,Performance | GA90,Performance | SoTA,Performance | Saves,Performance | Save%,W,D,L,Performance | CS,Performance | CS%,Penalty Kicks | PKA,Penalty Kicks | PKsv,Penalty Kicks | PKm,Penalty Kicks | Save%,90s,GA,PKA,Goals | FK,Goals | CK,Goals | OG,Expected | PSxG,Expected | PSxG/SoT,Expected | PSxG+/-,Expected | /90,Launched | Cmp,Launched | Att,Launched | Cmp%,Passes | Att,Passes | Thr,Passes | Launch%,Passes | AvgLen,Goal Kicks | Att,Goal Kicks | Launch%,Goal Kicks | AvgLen,Crosses | Opp,Crosses | Stp,Crosses | Stp%,Sweeper | #OPA,Sweeper | #OPA/90,Sweeper | AvgDist,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
203,Angus Gunn,ENG,GK,Norwich City,25,1996,9,9,810,9.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.44,57.0,34.0,64.9,1.0,2.0,6.0,1.0,11.1,2.0,1.0,1.0,33.3,9.0,22.0,2.0,0.0,2.0,0.0,19.3,0.3,-2.7,-0.3,45.0,129.0,34.9,219.0,47.0,43.4,34.5,86.0,39.5,34.5,175.0,3.0,1.7,14.0,1.56,17.3,208.0,307.0,67.8,5494.0,3524.0,60.0,60.0,100.0,72.0,73.0,98.6,74.0,168.0,44.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,307.0,177.0,128.0,42.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,208.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.0,0.0,341.0,288.0,339.0,2.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,90,23.7,90.0,9,0,0.0,29,0.56,6,22,-16,-1.78,-0.23,6.8,23.5,-16.7,-1.86,-0.83,0,0,0,0,0,0,0.0,0.0,0,9.0,2.0,1.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Wayne Hennessey,WAL,GK,Burnley,34,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.04,0.0,0.04,6.0,3.0,13.0,8.0,53.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,3.2,0.26,-1.8,-0.91,27.0,63.0,42.9,57.0,7.0,77.2,50.8,21.0,90.5,63.6,37.0,0.0,0.0,4.0,2.0,17.0,41.0,79.0,51.9,1981.0,1872.0,2.0,2.0,100.0,6.0,6.0,100.0,33.0,69.0,47.8,0,0.1,0.1,-0.1,3.0,6.0,0.0,0.0,0.0,79.0,42.0,36.0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,1.0,3.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,84.0,59.0,80.0,4.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,90,5.3,90.0,2,0,0.0,36,0.0,2,6,-4,-2.0,-1.58,2.0,4.3,-2.4,-1.18,-0.69,0,0,1,0,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Caoimhin Kelleher,IRL,GK,Liverpool,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,6.0,75.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.2,0.28,0.2,0.11,2.0,10.0,20.0,78.0,13.0,11.5,22.7,13.0,7.7,23.0,20.0,0.0,0.0,3.0,1.5,17.1,83.0,91.0,91.2,1669.0,817.0,21.0,21.0,100.0,51.0,51.0,100.0,10.0,18.0,55.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,74.0,17.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,96.0,72.0,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,90,5.3,90.0,2,0,0.0,34,2.0,7,2,5,2.5,0.75,5.3,2.1,3.3,1.63,0.11,0,0,1,0,0,1,0.0,0.0,0,4.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Kristoffer Klaesson,NOR,GK,Leeds United,20,2000,1,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.6,1.38,1.0,3.0,33.3,8.0,2.0,25.0,30.4,3.0,33.3,28.7,7.0,0.0,0.0,2.0,5.0,23.7,9.0,11.0,81.8,219.0,164.0,2.0,2.0,100.0,5.0,5.0,100.0,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,10.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,36,1.1,0.0,0,1,36.0,37,3.0,3,0,3,7.5,8.56,1.6,0.2,1.4,3.39,4.03,0,0,0,0,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Tim Krul,NED,GK,Norwich City,33,1988,29,29,2610,29.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01,62.0,2.14,165.0,105.0,66.7,4.0,5.0,20.0,5.0,17.2,7.0,0.0,1.0,0.0,29.0,62.0,7.0,1.0,7.0,2.0,48.3,0.27,-11.7,-0.4,134.0,399.0,33.6,847.0,168.0,34.5,34.3,224.0,47.8,40.1,442.0,14.0,3.2,19.0,0.66,12.6,759.0,1073.0,70.7,21441.0,14070.0,104.0,105.0,99.0,370.0,382.0,96.9,284.0,583.0,48.7,0,0.4,0.5,-0.4,1.0,7.0,1.0,0.0,1.0,1073.0,741.0,330.0,106.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,759.0,2.0,0.0,6.0,0.21,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0,1.0,10.0,4.0,1154.0,958.0,1133.0,21.0,1.0,0.0,1154.0,0.0,0.0,0.0,1.0,0.0,502.0,0.0,90,76.3,90.0,29,0,0.0,3,0.59,17,62,-45,-1.55,0.23,28.9,58.8,-29.9,-1.03,0.83,0,0,0,0,0,1,0.0,0.0,1,19.0,7.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Bernd Leno,GER,GK,Arsenal,29,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.25,19.0,10.0,52.6,1.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,9.4,0.5,0.4,0.11,17.0,53.0,32.1,77.0,13.0,35.1,33.8,37.0,70.3,50.4,73.0,6.0,8.2,1.0,0.25,7.3,76.0,115.0,66.1,2214.0,1594.0,18.0,18.0,100.0,28.0,28.0,100.0,29.0,67.0,43.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,71.0,43.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,127.0,102.0,127.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,90,10.5,90.0,4,0,0.0,29,0.75,1,9,-8,-2.0,-2.62,3.5,9.1,-5.6,-1.4,-2.03,0,0,0,0,0,1,0.0,0.0,0,2.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Hugo Lloris,FRA,GK,Tottenham,34,1986,38,38,3420,38.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,40.0,1.05,137.0,98.0,72.3,22.0,5.0,11.0,16.0,42.1,2.0,0.0,0.0,0.0,38.0,40.0,2.0,1.0,5.0,1.0,37.6,0.26,-1.4,-0.04,115.0,279.0,41.2,676.0,161.0,29.6,31.0,278.0,28.4,26.5,567.0,33.0,5.8,45.0,1.18,14.2,767.0,957.0,80.1,18629.0,12232.0,247.0,252.0,98.0,295.0,299.0,98.7,211.0,388.0,54.4,0,0.2,0.1,-0.2,2.0,15.0,1.0,0.0,0.0,957.0,629.0,325.0,47.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,767.0,3.0,1.0,6.0,0.16,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,24.0,3.0,1048.0,953.0,1045.0,3.0,0.0,0.0,1048.0,0.0,0.0,0.0,2.0,0.0,376.0,0.0,90,100.0,90.0,38,0,0.0,0,1.87,69,40,29,0.76,0.0,66.5,45.3,21.2,0.56,0.0,0,0,2,0,0,1,0.0,0.0,0,28.0,12.0,2.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Jonas Lossl,DEN,GK,Brentford,32,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,7.0,2.0,28.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.2,0.46,-1.8,-0.9,9.0,25.0,36.0,48.0,6.0,43.8,35.7,13.0,30.8,31.7,30.0,1.0,3.3,5.0,2.5,22.7,42.0,61.0,68.9,1177.0,782.0,6.0,6.0,100.0,17.0,18.0,94.4,18.0,36.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,61.0,46.0,15.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,64.0,46.0,62.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,90,5.3,90.0,2,0,0.0,10,0.0,2,5,-3,-1.5,-1.36,3.9,2.5,1.3,0.66,0.78,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Emiliano Martinez,ARG,GK,Aston Villa,28,1992,36,36,3240,36.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.33,140.0,93.0,68.6,13.0,6.0,17.0,11.0,30.6,4.0,1.0,1.0,20.0,36.0,48.0,4.0,2.0,5.0,2.0,42.1,0.27,-3.9,-0.11,146.0,406.0,36.0,824.0,162.0,36.4,33.6,275.0,38.5,34.1,474.0,34.0,7.2,33.0,0.92,15.4,816.0,1103.0,74.0,21013.0,14356.0,202.0,203.0,99.5,383.0,390.0,98.2,227.0,502.0,45.2,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1103.0,722.0,377.0,102.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,816.0,4.0,0.0,5.0,0.14,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,1.0,6.0,1.0,1160.0,988.0,1142.0,19.0,0.0,0.0,1160.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,90,94.7,90.0,36,0,0.0,0,1.25,50,48,2,0.06,2.06,46.3,49.7,-3.4,-0.1,1.45,0,0,6,0,0,1,0.0,0.0,0,32.0,8.0,1.0,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Alex McCarthy,ENG,GK,Southampton,31,1989,17,17,1530,17.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,27.0,1.59,71.0,44.0,62.0,3.0,7.0,7.0,5.0,29.4,0.0,0.0,0.0,0.0,17.0,27.0,0.0,0.0,6.0,0.0,21.5,0.31,-5.5,-0.32,74.0,246.0,30.1,383.0,78.0,40.7,34.7,125.0,72.0,50.6,255.0,22.0,8.6,5.0,0.29,9.6,318.0,508.0,62.6,8708.0,6549.0,79.0,79.0,100.0,139.0,141.0,98.6,97.0,283.0,34.3,0,0.1,0.0,-0.1,1.0,9.0,0.0,0.0,0.0,508.0,343.0,165.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,2.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,538.0,429.0,535.0,3.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,90,44.7,90.0,17,0,0.0,1,0.94,16,27,-11,-0.65,-0.03,23.3,25.6,-2.3,-0.13,0.4,0,0,1,0,0,0,0.0,0.0,0,9.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
