,Date,Time,Round,Day,Team,Venue,Result,GF,GA,Opponent,xG,xGA,Attendance,Captain,Formation,Referee,Standard | Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Standard | PK,Standard | PKatt,Expected | xG,Expected | npxG,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG,Performance | SoTA,Performance | GA,Performance | Saves,Performance | Save%,Performance | CS,Performance | PSxG,Performance | PSxG+/-,Penalty Kicks | PKatt,Penalty Kicks | PKA,Penalty Kicks | PKsv,Penalty Kicks | PKm,Launched | Cmp,Launched | Att,Launched | Cmp%,Passes | Att,Passes | Thr,Passes | Launch%,Passes | AvgLen,Goal Kicks | Att,Goal Kicks | Launch%,Goal Kicks | AvgLen,Crosses | Opp,Crosses | Stp,Crosses | Stp%,Sweeper | #OPA,Sweeper | AvgDist,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA Types | SCA,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA Types | GCA,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Performance | CrdY,Performance | CrdR,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Performance | Crs,Performance | Int,Performance | TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Poss
28,2022-04-06,19:30:00,19,Wed,Everton,Away,L,2,3,Burnley,2.8,2.0,19830,Jordan Pickford,4-3-3,Mike Dean,2,14,2,14.3,0.0,0.0,19.5,0,2,2,2.8,1.2,0.09,-0.8,-1.2,4,3,1,25.0,0,2.4,-0.6,0,0,0,0,10,26,38.5,18,0,100.0,56.3,8,100.0,68.6,13,0,0.0,2,21.7,229,377,60.7,3778,1618,125,172,72.7,59,92,64.1,29,78,37.2,0,1.0,0.8,11,19,10,2,17,377,324,53,10,1,0,28,25,6,2,4,0,229,0,10,23,16,2,1,2,2,0,4,2,0,0,0,2,0,19,11,12,6,1,14,22,63.6,8,9,3,6,9,28,41,1,503,60,158,153,200,33,501,12,17,70.6,17,6,227,17,2,0,0,16,11,0,28,9,11,2,0,0,57,21,30,41.2,48
29,2022-04-09,12:30:00,32,Sat,Everton,Home,W,1,0,Manchester Utd,0.5,1.1,39080,Seamus Coleman,4-3-3,Jonathan Moss,1,7,3,42.9,0.14,0.33,18.3,0,0,0,0.5,0.5,0.08,0.5,0.5,4,0,4,100.0,1,0.4,0.4,0,0,0,0,6,25,24.0,34,4,58.8,46.8,6,83.3,63.3,20,1,5.0,0,7.3,230,349,65.9,3967,1829,110,136,80.9,88,115,76.5,23,67,34.3,0,0.5,0.2,5,20,2,1,14,349,299,49,12,1,0,12,25,5,5,0,0,230,1,10,7,4,2,0,1,0,0,0,0,0,0,0,0,0,18,12,10,7,1,10,20,50.0,10,22,7,15,12,30,36,0,492,76,188,194,118,12,492,10,14,71.4,26,11,229,14,2,0,0,4,8,1,12,12,12,0,0,0,63,16,28,36.4,33
30,2022-04-20,19:45:00,18,Wed,Everton,Home,D,1,1,Leicester City,2.0,1.2,39153,Seamus Coleman,4-3-3,David Coote,1,13,3,23.1,0.08,0.33,14.7,0,0,0,2.0,2.0,0.15,-1.0,-1.0,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,11,27,40.7,35,5,62.9,48.0,5,100.0,73.6,9,0,0.0,2,24.0,288,397,72.5,5615,2161,130,164,79.3,119,143,83.2,39,74,52.7,1,1.8,1.6,12,24,6,2,18,397,344,53,18,0,1,16,23,5,2,2,0,288,0,11,23,15,6,2,0,0,0,2,2,0,0,0,0,0,14,9,8,6,0,8,14,57.1,6,22,7,15,13,27,13,0,507,69,189,184,141,23,507,10,14,71.4,15,7,285,16,4,0,0,8,17,0,16,13,9,0,0,0,52,21,18,53.8,37
31,2022-04-24,16:30:00,34,Sun,Everton,Away,L,0,2,Liverpool,0.6,1.9,53213,Seamus Coleman,4-3-3,Stuart Attwell,0,9,1,11.1,0.0,0.0,19.1,1,0,0,0.6,0.6,0.07,-0.6,-0.6,4,2,2,50.0,0,1.0,-1.0,0,0,0,0,6,21,28.6,12,0,100.0,74.0,9,100.0,70.6,29,1,3.4,0,4.0,104,193,53.9,2213,1269,54,74,73.0,31,49,63.3,19,55,34.5,0,0.4,0.2,5,17,2,0,14,193,156,37,8,3,0,4,16,1,1,0,0,104,0,10,13,7,1,2,0,2,1,0,0,0,0,0,0,0,20,10,15,4,1,12,18,66.7,6,14,3,11,14,34,37,0,356,77,179,118,63,11,356,8,20,40.0,24,3,102,14,5,0,0,8,7,0,4,14,10,0,0,0,46,11,13,45.8,18
32,2022-05-01,14:00:00,35,Sun,Everton,Home,W,1,0,Chelsea,2.0,1.2,39256,Seamus Coleman,5-4-1,Kevin Friend,1,9,4,44.4,0.11,0.25,17.8,1,0,0,2.0,2.0,0.22,-1.0,-1.0,5,0,5,100.0,1,1.1,1.1,0,0,0,0,7,24,29.2,17,1,100.0,65.1,7,100.0,70.9,22,2,9.1,0,6.0,131,229,57.2,2553,1432,65,81,80.2,43,64,67.2,20,62,32.3,1,1.8,0.5,7,14,6,1,15,229,185,44,13,0,2,11,20,3,2,0,0,131,0,9,15,11,2,1,0,1,0,0,0,0,0,0,0,0,13,10,7,4,2,5,17,29.4,12,20,5,15,10,23,25,0,355,62,138,119,100,20,355,8,14,57.1,13,12,125,14,3,0,0,9,11,0,11,10,10,0,0,0,48,12,12,50.0,23
33,2022-05-08,14:00:00,36,Sun,Everton,Away,W,2,1,Leicester City,1.1,1.2,32001,Seamus Coleman,5-4-1,Craig Pawson,2,10,4,40.0,0.2,0.5,13.8,0,0,0,1.1,1.1,0.12,0.9,0.9,8,1,7,87.5,0,1.2,0.2,0,0,0,0,9,33,27.3,31,3,87.1,56.6,6,100.0,66.7,18,1,5.6,0,4.0,256,355,72.1,4466,1624,132,150,88.0,76,102,74.5,32,73,43.8,1,0.7,0.9,7,19,4,0,16,355,318,37,13,1,3,5,15,1,0,1,0,256,0,7,16,11,1,1,2,1,0,3,1,0,1,1,0,0,13,9,8,3,2,2,8,25.0,6,14,1,13,8,21,24,1,468,64,174,186,117,16,468,11,18,61.1,14,9,249,16,0,0,0,6,11,0,5,8,9,0,0,0,49,12,19,38.7,34
34,2022-05-11,19:45:00,30,Wed,Everton,Away,D,0,0,Watford,1.1,0.4,20653,Seamus Coleman,5-4-1,Mike Dean,0,16,5,31.3,0.0,0.0,16.8,0,0,0,1.1,1.1,0.07,-1.1,-1.1,0,0,0,0.0,1,0.0,0.0,0,0,0,0,9,25,36.0,27,3,59.3,41.9,9,100.0,65.3,8,1,12.5,2,17.3,413,538,76.8,7337,2310,188,215,87.4,152,180,84.4,52,97,53.6,0,0.8,0.8,11,25,9,5,23,538,491,46,6,0,4,29,17,13,5,7,0,413,1,9,24,17,3,2,1,0,1,0,0,0,0,0,0,0,25,17,13,6,6,11,28,39.3,17,8,1,7,11,36,11,0,641,31,134,319,189,34,641,10,17,58.8,9,8,412,23,2,0,0,12,5,1,29,11,17,0,0,0,55,25,21,54.3,52
35,2022-05-15,16:30:00,37,Sun,Everton,Home,L,2,3,Brentford,2.0,1.6,38819,Seamus Coleman,3-4-3,Michael Oliver,2,9,4,44.4,0.11,0.25,17.4,0,1,1,2.0,1.2,0.15,0.0,-0.2,6,3,4,50.0,0,1.8,-0.2,0,0,0,0,21,39,53.8,27,1,96.3,63.5,13,100.0,72.3,18,0,0.0,3,20.5,156,246,63.4,3677,2044,74,95,77.9,41,57,71.9,39,79,49.4,1,1.1,0.4,7,24,8,3,10,246,203,41,8,0,3,20,11,5,1,4,0,156,2,5,16,7,3,1,2,3,0,3,1,0,0,1,1,0,5,2,1,3,1,0,8,0.0,8,12,2,10,10,15,26,1,350,59,124,115,119,19,349,5,16,31.3,15,3,153,10,0,2,0,8,7,2,20,10,2,1,0,1,36,14,14,50.0,28
36,2022-05-19,19:45:00,33,Thu,Everton,Home,W,3,2,Crystal Palace,0.9,1.4,38448,Seamus Coleman,3-4-3,Anthony Taylor,3,12,6,50.0,0.25,0.5,18.5,1,0,0,0.9,0.9,0.07,2.1,2.1,5,2,3,60.0,0,1.1,-0.9,0,0,0,0,15,28,53.6,26,0,92.3,58.2,4,100.0,72.8,16,1,6.3,0,6.0,261,394,66.2,5080,2445,120,160,75.0,97,138,70.3,37,75,49.3,2,0.6,0.8,9,32,10,4,23,394,347,47,14,0,4,25,22,4,1,3,0,261,0,9,21,16,2,0,0,2,1,6,3,2,0,0,1,0,25,13,13,10,2,6,11,54.5,5,7,0,7,7,32,21,0,519,41,137,216,172,24,519,6,17,35.3,20,9,257,22,2,0,0,9,11,0,25,7,13,0,0,0,62,32,23,58.2,43
37,2022-05-22,16:00:00,38,Sun,Everton,Away,L,1,5,Arsenal,1.1,4.1,60201,Asmir Begovic,5-4-1,Andre Marriner,1,6,2,33.3,0.17,0.5,17.7,0,0,0,1.1,1.1,0.19,-0.1,-0.1,9,5,4,55.6,0,2.8,-2.2,1,1,0,0,9,20,45.0,21,1,61.9,43.7,8,87.5,56.1,19,2,10.5,0,6.2,163,254,64.2,3024,1435,73,98,74.5,63,78,80.8,21,61,34.4,1,1.1,0.7,6,11,5,1,10,254,215,39,10,1,2,6,13,2,2,0,0,163,0,7,14,10,1,1,0,0,2,2,2,0,0,0,0,0,21,8,19,1,1,10,17,58.8,7,16,7,9,1,22,30,1,352,79,176,112,72,15,352,8,12,66.7,7,8,159,10,1,0,0,9,8,0,6,1,8,0,1,0,38,15,8,65.2,27
0,2021-08-14,12:30:00,1,Sat,Leeds United,Away,L,1,5,Manchester Utd,0.6,2.5,72732,Liam Cooper,4-1-4-1,Paul Tierney,1,10,3,30.0,0.1,0.33,21.3,0,0,0,0.6,0.6,0.06,0.4,0.4,8,5,3,37.5,0,1.6,-3.4,0,0,0,0,5,20,25.0,37,10,37.8,30.2,10,60.0,44.5,10,1,10.0,2,13.3,372,482,77.2,6789,2426,148,168,88.1,173,199,86.9,38,83,45.8,1,0.5,0.3,7,19,7,3,24,482,429,50,13,1,6,14,17,4,2,0,0,372,3,11,19,10,4,1,0,3,1,2,1,1,0,0,0,0,23,13,10,11,2,12,24,50.0,12,13,3,10,14,37,12,0,578,75,257,235,91,11,578,9,12,75.0,20,3,367,23,2,0,0,9,10,3,14,14,13,0,0,0,53,9,11,45.0,51
1,2021-08-21,15:00:00,2,Sat,Leeds United,Home,D,2,2,Everton,1.4,2.0,36293,Liam Cooper,3-3-3-1,Darren England,2,17,4,23.5,0.12,0.5,20.9,0,0,0,1.4,1.4,0.08,0.6,0.6,8,2,6,87.5,0,2.7,0.7,1,1,0,0,0,1,0.0,20,5,5.0,21.5,8,0.0,22.1,9,0,0.0,0,16.0,547,658,83.1,8902,2906,282,318,88.7,222,249,89.2,33,67,49.3,2,1.2,0.4,13,34,5,1,40,658,604,54,13,1,4,25,22,8,7,0,0,547,0,4,32,18,4,1,4,3,2,4,3,0,1,0,0,0,19,9,9,8,2,9,17,52.9,8,11,4,7,9,28,6,0,769,58,204,378,191,19,769,12,22,54.5,22,6,539,39,2,0,0,6,12,0,25,9,9,0,1,0,52,15,17,46.9,69
2,2021-08-29,14:00:00,3,Sun,Leeds United,Away,D,1,1,Burnley,1.6,1.1,20000,Liam Cooper,3-3-3-1,Michael Oliver,1,12,2,16.7,0.08,0.5,16.1,0,0,0,1.6,1.6,0.14,-0.6,-0.6,3,1,2,66.7,0,1.2,0.2,0,0,0,0,5,12,41.7,36,10,25.0,30.5,7,42.9,30.3,16,3,18.8,0,10.0,459,580,79.1,8877,3151,177,203,87.2,218,243,89.7,60,109,55.0,0,0.6,0.8,9,31,9,1,38,580,529,49,15,2,7,27,20,5,2,2,0,459,2,13,22,14,4,2,1,1,0,1,0,0,0,1,0,0,17,10,11,5,1,5,13,38.5,8,10,3,7,8,25,17,0,686,70,237,315,137,23,686,7,17,41.2,21,13,453,36,3,0,0,9,12,2,27,8,10,0,0,0,65,18,32,36.0,64
3,2021-09-12,16:30:00,4,Sun,Leeds United,Home,L,0,3,Liverpool,1.1,4.4,36507,Liam Cooper,4-1-4-1,Craig Pawson,0,9,4,44.4,0.0,0.0,15.2,0,0,0,1.1,1.1,0.12,-1.1,-1.1,8,3,5,62.5,0,2.8,-0.2,0,0,0,0,1,6,16.7,44,11,6.8,20.7,9,33.3,24.3,15,2,13.3,1,14.3,355,449,79.1,6265,2393,159,183,86.9,159,175,90.9,31,66,47.0,0,0.8,0.9,7,20,7,2,19,449,407,40,12,2,2,19,13,2,2,0,0,355,2,8,16,12,1,2,0,1,0,0,0,0,0,0,0,0,16,8,13,2,1,9,18,50.0,9,24,15,9,10,26,20,0,562,108,287,189,95,19,562,7,11,63.6,25,4,352,18,2,1,0,9,7,2,19,10,8,0,0,0,45,7,8,46.7,44
4,2021-09-17,20:00:00,5,Fri,Leeds United,Away,D,1,1,Newcastle Utd,1.8,1.6,50407,Liam Cooper,4-1-4-1,Mike Dean,1,22,9,40.9,0.05,0.11,20.4,0,0,0,1.8,1.8,0.09,-0.8,-0.8,7,1,6,85.7,0,1.5,0.5,0,0,0,0,4,7,57.1,29,9,24.1,25.4,9,0.0,13.9,7,0,0.0,1,15.0,498,600,83.0,8290,3190,250,276,90.6,191,213,89.7,45,79,57.0,1,1.7,1.1,18,40,10,2,38,600,547,52,10,2,5,23,26,5,5,0,0,498,1,10,39,29,3,1,4,1,1,2,2,0,0,0,0,0,19,9,9,8,2,8,15,53.3,7,7,2,5,6,25,14,1,703,74,180,368,164,34,703,11,20,55.0,14,8,493,37,2,0,0,11,9,1,23,6,9,0,0,0,46,9,14,39.1,65
5,2021-09-25,15:00:00,6,Sat,Leeds United,Home,L,1,2,West Ham,1.3,2.2,36417,Liam Cooper,4-1-4-1,Kevin Friend,1,15,5,33.3,0.07,0.2,19.5,0,0,0,1.3,1.3,0.09,-0.3,-0.3,6,2,5,66.7,0,2.5,1.5,0,0,0,0,3,10,30.0,36,7,22.2,27.9,10,20.0,24.8,18,4,22.2,0,5.1,357,451,79.2,6389,2095,152,173,87.9,163,186,87.6,35,75,46.7,1,1.1,0.6,11,20,11,1,30,451,410,39,6,2,6,13,15,5,4,0,0,357,2,3,28,21,1,1,3,0,2,2,2,0,0,0,0,0,16,9,6,8,2,11,18,61.1,7,12,5,7,4,20,16,0,558,76,233,199,129,25,558,5,15,33.3,13,5,353,30,3,0,0,10,5,2,13,4,9,0,0,1,45,18,19,48.6,53
6,2021-10-02,15:00:00,7,Sat,Leeds United,Home,W,1,0,Watford,2.1,0.2,36261,Liam Cooper,4-1-4-1,Simon Hooper,1,20,3,15.0,0.05,0.33,18.8,1,0,0,2.1,2.1,0.1,-1.1,-1.1,1,0,1,100.0,1,0.2,0.2,0,0,0,0,2,4,50.0,30,4,13.3,24.1,6,0.0,16.3,7,0,0.0,2,30.5,431,547,78.8,8171,2882,150,170,88.2,234,264,88.6,42,83,50.6,0,1.3,0.8,12,32,9,2,42,547,499,48,15,4,2,26,20,6,5,0,0,431,0,12,34,27,1,1,2,2,1,2,2,0,0,0,0,0,14,11,8,4,2,9,12,75.0,3,9,1,8,3,17,13,1,656,53,226,248,186,27,656,9,20,45.0,18,9,424,39,0,0,0,10,15,0,26,3,11,0,0,0,68,11,14,44.0,66
7,2021-10-16,15:00:00,8,Sat,Leeds United,Away,L,0,1,Southampton,0.1,2.3,30506,Liam Cooper,3-3-3-1,David Coote,0,3,0,0.0,0.0,0.0,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,4,1,3,75.0,0,1.2,0.2,0,0,0,0,2,12,16.7,38,3,28.9,31.8,15,6.7,16.7,14,0,0.0,2,23.0,377,492,76.6,6656,2437,164,193,85.0,169,198,85.4,35,76,46.1,0,0.1,0.2,2,21,3,1,18,492,431,59,15,1,5,9,26,1,0,1,0,377,2,11,3,2,0,1,0,0,0,0,0,0,0,0,0,0,21,14,11,8,2,9,26,34.6,17,11,3,8,15,36,17,1,595,88,278,245,77,9,595,11,19,57.9,20,14,372,17,3,0,0,14,16,2,9,15,14,0,0,0,57,14,20,41.2,54
8,2021-10-23,15:00:00,9,Sat,Leeds United,Home,D,1,1,Wolves,1.9,1.0,36475,Liam Cooper,4-4-1-1,Robert Jones,1,17,3,17.6,0.0,0.0,19.2,0,1,1,1.9,1.2,0.07,-0.9,-1.2,4,1,3,75.0,0,0.7,-0.3,0,0,0,0,2,6,33.3,24,5,25.0,27.5,4,0.0,14.0,3,0,0.0,6,24.6,429,535,80.2,7759,2212,171,199,85.9,200,229,87.3,44,72,61.1,0,1.0,0.6,13,34,8,2,35,535,495,39,13,2,6,21,14,6,3,3,0,429,1,10,33,19,6,4,1,2,1,2,0,0,1,0,1,0,25,15,7,12,6,10,21,47.6,11,8,2,6,14,39,11,1,660,38,160,320,186,36,659,21,26,80.8,17,11,420,35,2,0,0,15,12,1,21,14,15,1,0,0,65,12,12,50.0,62
9,2021-10-31,14:00:00,10,Sun,Leeds United,Away,W,2,1,Norwich City,1.2,0.9,26913,Liam Cooper,3-3-3-1,Anthony Taylor,2,13,5,38.5,0.15,0.4,20.9,0,0,0,1.2,1.2,0.09,0.8,0.8,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,4,15,26.7,26,11,34.6,31.2,9,66.7,47.4,14,1,7.1,0,12.0,287,387,74.2,4905,2096,126,154,81.8,115,137,83.9,27,63,42.9,2,1.2,0.8,12,18,6,1,22,387,339,48,13,4,3,7,24,0,0,0,0,287,0,8,21,13,3,2,0,2,1,3,2,0,1,0,0,0,21,10,9,9,3,9,23,39.1,14,10,4,6,7,28,22,0,508,57,202,213,98,17,508,13,22,59.1,21,8,276,22,4,0,0,23,14,0,7,7,10,0,0,0,51,21,20,51.2,52
10,2021-11-07,14:00:00,11,Sun,Leeds United,Home,D,1,1,Leicester City,1.6,0.9,36478,Liam Cooper,4-2-3-1,Darren England,1,18,5,27.8,0.06,0.2,17.7,1,0,0,1.6,1.6,0.09,-0.6,-0.6,3,1,2,66.7,0,1.4,0.4,0,0,0,0,5,7,71.4,22,7,18.2,24.7,10,30.0,28.7,8,1,12.5,0,7.8,369,495,74.5,6650,2701,165,190,86.8,152,187,81.3,39,83,47.0,0,1.4,0.6,11,32,7,1,42,495,441,53,6,1,4,31,25,10,9,0,0,369,1,10,31,22,3,1,3,1,1,2,1,0,0,0,1,0,12,9,5,5,2,7,12,58.3,5,15,0,15,18,30,13,1,631,58,213,233,189,25,631,11,30,36.7,20,14,364,42,1,0,0,12,5,1,31,18,9,0,0,0,74,7,15,31.8,56
11,2021-11-21,16:30:00,12,Sun,Leeds United,Away,L,1,2,Tottenham,1.7,1.7,58989,Liam Cooper,3-3-3-1,Andre Marriner,1,18,7,38.9,0.06,0.14,21.4,1,0,0,1.7,1.7,0.09,-0.7,-0.7,4,2,2,50.0,0,2.4,0.4,0,0,0,0,2,15,13.3,38,6,34.2,32.1,3,66.7,41.7,14,1,7.1,1,11.0,463,575,80.5,8151,2368,197,226,87.2,205,237,86.5,47,85,55.3,1,1.4,1.1,12,24,3,0,24,575,520,54,14,0,2,21,26,8,4,1,0,463,1,7,27,17,2,2,3,1,2,2,1,0,1,0,0,0,20,13,10,8,2,16,28,57.1,12,12,6,6,14,34,19,0,692,80,239,300,164,24,692,13,24,54.2,18,7,459,24,4,0,0,12,11,1,21,14,13,0,0,0,58,12,21,36.4,57
12,2021-11-27,17:30:00,13,Sat,Leeds United,Away,D,0,0,Brighton,0.9,2.5,31166,Liam Cooper,4-2-3-1,Craig Pawson,0,11,4,36.4,0.0,0.0,17.4,1,0,0,0.9,0.9,0.08,-0.9,-0.9,4,0,4,100.0,1,0.5,0.5,0,0,0,0,4,25,16.0,35,8,42.9,35.1,12,83.3,52.9,16,1,6.3,0,8.5,284,413,68.8,4896,1874,130,152,85.5,123,156,78.8,24,80,30.0,0,0.5,0.3,8,18,3,0,24,413,371,41,13,0,4,11,14,1,1,0,0,284,1,9,16,12,0,0,3,1,0,0,0,0,0,0,0,0,28,14,10,16,2,15,31,48.4,16,11,2,9,15,43,18,1,545,87,209,244,101,19,545,7,12,58.3,25,6,278,24,3,0,0,14,12,1,11,15,14,0,0,0,73,13,17,43.3,43
13,2021-11-30,20:15:00,14,Tue,Leeds United,Home,W,1,0,Crystal Palace,1.6,1.3,35558,Liam Cooper,4-1-4-1,Kevin Friend,1,14,2,14.3,0.0,0.0,20.1,0,1,1,1.6,0.9,0.06,-0.6,-0.9,1,0,1,100.0,1,0.1,0.1,0,0,0,0,0,4,0.0,30,5,13.3,23.9,10,0.0,18.1,12,0,0.0,1,14.8,398,512,77.7,7362,2764,153,186,82.3,214,249,85.9,31,64,48.4,0,0.5,0.6,8,40,4,0,36,512,465,45,14,0,2,18,13,7,5,2,0,398,2,6,25,17,3,1,2,0,2,1,0,0,0,1,0,0,23,9,9,12,2,8,26,30.8,18,13,4,9,12,35,17,0,636,63,218,285,138,17,635,4,18,22.2,20,7,393,34,5,0,0,15,14,2,18,12,9,0,0,0,62,12,9,57.1,61
14,2021-12-05,14:00:00,15,Sun,Leeds United,Home,D,2,2,Brentford,1.1,1.0,35639,Liam Cooper,3-4-3,David Coote,2,13,6,46.2,0.15,0.33,17.3,0,0,0,1.1,1.1,0.09,0.9,0.9,3,2,1,33.3,0,0.8,-1.2,0,0,0,0,1,7,14.3,21,8,28.6,29.3,5,20.0,31.6,9,0,0.0,4,26.8,440,580,75.9,7685,2176,202,235,86.0,179,213,84.0,51,99,51.5,2,1.1,0.8,12,42,5,2,28,580,530,43,9,1,0,34,21,5,5,0,0,440,7,9,23,16,3,0,2,2,0,3,2,0,0,1,0,0,18,11,9,5,4,7,16,43.8,9,11,4,7,16,34,19,0,675,51,174,301,208,21,675,8,15,53.3,12,11,436,27,5,0,0,11,8,7,34,16,11,0,0,0,64,18,19,48.6,63
15,2021-12-11,15:00:00,16,Sat,Leeds United,Away,L,2,3,Chelsea,1.8,2.6,39959,Luke Ayling,4-3-1-2,Chris Kavanagh,2,11,4,36.4,0.09,0.25,19.4,2,1,1,1.8,1.0,0.09,0.2,0.0,6,3,3,83.3,0,3.1,0.1,2,2,0,0,2,9,22.2,31,6,22.6,28.2,7,28.6,27.3,13,2,15.4,0,4.8,252,352,71.6,4226,1740,123,142,86.6,103,125,82.4,21,54,38.9,1,0.7,0.5,7,20,6,2,20,352,300,48,7,0,5,10,28,2,2,0,0,252,4,12,22,13,0,4,2,3,0,4,2,0,1,0,1,0,23,11,12,9,2,8,16,50.0,8,13,4,9,9,32,13,0,453,73,203,163,94,14,452,10,18,55.6,13,10,251,20,5,0,0,15,9,4,10,9,11,1,2,0,46,8,16,33.3,43
16,2021-12-14,20:00:00,17,Tue,Leeds United,Away,L,0,7,Manchester City,0.3,3.2,52401,Luke Ayling,4-2-3-1,Paul Tierney,0,6,3,50.0,0.0,0.0,25.3,1,0,0,0.3,0.3,0.05,-0.3,-0.3,15,7,8,53.3,0,2.3,-4.7,0,0,0,0,3,13,23.1,32,8,28.1,29.6,12,33.3,33.3,10,0,0.0,0,8.3,296,368,80.4,4942,1782,130,142,91.5,124,135,91.9,26,56,46.4,0,0.2,0.1,4,12,2,0,12,368,325,43,5,0,2,6,16,2,2,0,0,296,0,11,12,9,1,0,0,1,1,0,0,0,0,0,0,0,15,8,9,6,0,14,31,45.2,17,14,7,7,7,22,15,3,455,92,253,143,63,9,455,8,11,72.7,9,9,293,12,1,0,0,9,5,0,6,7,8,0,0,0,29,3,8,27.3,37
17,2021-12-18,17:30:00,18,Sat,Leeds United,Home,L,1,4,Arsenal,1.6,3.4,36166,Luke Ayling,4-2-3-1,Andre Marriner,1,8,1,12.5,0.0,0.0,24.8,0,1,1,1.6,0.8,0.1,-0.6,-0.8,12,4,8,66.7,0,3.6,-0.4,0,0,0,0,3,9,33.3,32,6,28.1,31.2,5,0.0,19.2,6,0,0.0,4,26.8,344,447,77.0,5441,2271,147,175,84.0,139,160,86.9,30,61,49.2,0,0.7,0.3,6,23,9,2,23,447,402,45,7,1,2,9,27,1,1,0,0,344,0,10,18,12,1,1,0,1,3,3,1,0,0,0,1,1,14,4,8,5,1,7,13,53.8,6,12,5,7,9,23,16,2,555,72,266,204,94,15,554,11,15,73.3,18,9,338,23,3,0,0,11,6,0,9,9,4,1,0,0,51,6,11,35.3,51
18,2022-01-02,14:00:00,21,Sun,Leeds United,Home,W,3,1,Burnley,2.0,0.9,36083,Luke Ayling,3-4-3,Paul Tierney,3,22,7,31.8,0.14,0.43,18.9,0,0,0,2.0,2.0,0.09,1.0,1.0,2,1,1,50.0,0,0.9,-0.1,0,0,0,0,4,10,40.0,25,6,28.0,31.6,9,33.3,30.0,12,0,0.0,0,11.5,290,415,69.9,5305,2299,138,167,82.6,109,139,78.4,35,77,45.5,2,1.8,1.0,18,23,16,6,32,415,361,49,8,4,4,23,21,9,5,0,0,290,5,6,36,29,1,1,4,0,1,5,4,0,0,1,0,0,18,11,10,5,3,5,10,50.0,5,9,2,7,10,28,21,0,537,58,231,176,138,21,537,11,18,61.1,15,7,283,31,2,0,0,11,7,5,23,10,11,0,0,0,65,23,33,41.1,55
19,2022-01-16,14:00:00,22,Sun,Leeds United,Away,W,3,2,West Ham,2.6,2.5,59951,Luke Ayling,4-1-4-1,Mike Dean,3,18,5,27.8,0.17,0.6,16.8,2,0,0,2.6,2.6,0.15,0.4,0.4,5,2,3,60.0,0,0.9,-1.1,0,0,0,0,1,12,8.3,33,3,21.2,27.0,11,45.5,37.5,18,0,0.0,0,0.0,354,486,72.8,5544,2124,163,196,83.2,130,165,78.8,28,67,41.8,3,2.4,0.7,15,18,9,1,18,486,439,46,5,2,2,16,24,3,2,1,0,354,1,9,34,23,2,1,3,3,2,5,2,0,0,2,0,1,23,13,16,3,4,10,23,43.5,13,16,4,12,10,33,25,0,620,78,277,221,129,29,620,6,18,33.3,16,10,349,18,2,0,0,9,6,1,16,10,13,0,0,0,72,17,23,42.5,52
