,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
267,258,Phil Jagielka,eng ENG,DF,Sheffield Utd,36,1982,6,244,41,7.1,2.7,2,90,2,4,16,30,2.17,5,6,-1,-0.37,-0.40,3.7,4.8,-1.2,-0.44,-0.25,Matches
268,259,Alireza Jahanbakhsh,ir IRN,"MF,FW",Brighton,25,1993,10,311,31,9.1,3.5,3,68,0,7,15,9,1.00,4,4,0,0.00,+0.43,3.6,3.9,-0.2,-0.06,+0.21,Matches
269,260,Daniel James,wls WAL,"MF,FW",Manchester Utd,21,1997,33,2287,69,66.9,25.4,26,84,15,7,15,4,1.67,33,29,+4,+0.16,-1.91,37.7,26.0,+11.7,+0.46,-0.55,Matches
270,261,Matty James,eng ENG,MF,Leicester City,28,1991,1,6,6,0.2,0.1,0,,0,1,6,5,0.00,0,0,0,0.00,-0.69,0.0,0.0,0.0,-0.52,-0.97,Matches
271,262,Reece James,eng ENG,DF,Chelsea,19,1999,24,1515,63,44.3,16.8,16,87,13,8,15,5,1.88,26,23,+3,+0.18,-0.39,29.4,15.7,+13.7,+0.81,+0.02,Matches
272,263,Alexandre Jankewitz,ch SUI,MF,Southampton,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
273,264,Daryl Janmaat,nl NED,DF,Watford,30,1989,8,607,76,17.7,6.7,7,85,5,1,13,4,1.00,5,5,0,0.00,+0.90,8.4,6.7,+1.7,+0.25,+0.60,Matches
274,265,Lukas Jensen,dk DEN,GK,Burnley,20,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
275,266,Gabriel Jesus,br BRA,FW,Manchester City,22,1997,34,2030,60,59.4,22.6,21,81,12,13,26,1,2.12,64,14,+50,+2.22,+1.12,57.6,18.0,+39.6,+1.76,+0.72,Matches
276,267,Raúl Jiménez,mx MEX,FW,Wolves,28,1991,38,3236,85,94.6,36.0,37,87,20,1,19,0,1.55,48,36,+12,+0.33,+0.82,50.2,32.7,+17.5,+0.49,+1.15,Matches
277,268,João Pedro,br BRA,MF,Watford,17,2001,3,25,8,0.7,0.3,0,,0,3,8,6,0.00,1,1,0,0.00,+0.74,0.4,0.8,-0.5,-1.62,-1.39,Matches
278,269,Joelinton,br BRA,"FW,MF",Newcastle Utd,22,1996,38,2683,71,78.5,29.8,32,79,11,6,25,0,1.16,23,46,-23,-0.77,-1.14,25.5,51.0,-25.4,-0.85,-0.28,Matches
279,270,Ryan John Giles,eng ENG,"DF,MF",Wolves,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
280,271,Tyreece John-Jules,eng ENG,FW,Arsenal,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
281,272,Ben Johnson,eng ENG,DF,West Ham,19,2000,3,270,90,7.9,3.0,3,90,3,0,,6,1.67,5,3,+2,+0.67,+1.10,3.2,3.1,+0.1,+0.04,+0.48,Matches
282,273,Darnell Johnson,eng ENG,DF,Leicester City,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
283,274,Curtis Jones,eng ENG,MF,Liverpool,18,2001,6,126,21,3.7,1.4,1,68,0,5,12,10,2.67,4,1,+3,+2.14,+0.80,2.6,0.5,+2.1,+1.49,+0.70,Matches
284,275,Phil Jones,eng ENG,DF,Manchester Utd,27,1992,2,135,68,3.9,1.5,2,68,1,0,,10,0.50,0,3,-3,-2.00,-2.90,1.4,1.6,-0.2,-0.13,-0.81,Matches
285,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
286,276,Bruno Jordão,pt POR,FW,Wolves,20,1998,1,7,7,0.2,0.1,0,,0,1,7,11,0.00,0,0,0,0.00,-0.29,0.1,0.2,-0.1,-1.17,-1.60,Matches
287,277,Jorginho,it ITA,MF,Chelsea,27,1991,31,2379,77,69.6,26.4,27,85,19,4,23,4,1.65,45,40,+5,+0.19,-0.68,48.0,27.0,+21.0,+0.79,-0.04,Matches
288,278,Jota,es ESP,"MF,FW",Aston Villa,28,1991,10,335,34,9.8,3.7,4,61,0,6,15,11,0.70,1,5,-4,-1.07,-0.43,3.2,5.7,-2.5,-0.66,-0.04,Matches
289,279,Diogo Jota,pt POR,FW,Wolves,22,1996,34,2284,67,66.8,25.4,27,78,6,7,26,0,1.44,26,28,-2,-0.08,-1.11,33.1,25.4,+7.7,+0.30,-0.36,Matches
290,280,James Justin,eng ENG,"DF,MF",Leicester City,21,1998,13,1012,78,29.6,11.2,11,90,11,2,11,25,1.62,16,14,+2,+0.18,-0.72,19.3,12.5,+6.8,+0.60,+0.23,Matches
291,281,Christian Kabasele,be BEL,DF,Watford,28,1991,27,2250,83,65.8,25.0,26,87,23,1,1,7,1.11,29,35,-6,-0.24,+1.45,33.4,33.9,-0.5,-0.02,+0.66,Matches
292,282,Lovre Kalinić,hr CRO,GK,Aston Villa,29,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
293,283,Harry Kane,eng ENG,FW,Tottenham,26,1993,29,2587,89,75.6,28.7,29,89,26,0,,0,1.62,49,36,+13,+0.45,+0.34,35.1,36.1,-0.9,-0.03,+0.55,Matches
294,284,N'Golo Kanté,fr FRA,MF,Chelsea,28,1991,22,1732,79,50.6,19.2,20,84,17,2,23,0,1.27,28,25,+3,+0.16,-0.48,31.3,17.9,+13.4,+0.70,-0.22,Matches
295,285,Moise Kean,it ITA,FW,Everton,19,2000,29,852,29,24.9,9.5,6,73,1,23,18,7,1.03,12,15,-3,-0.32,0.00,15.7,13.5,+2.2,+0.23,+0.22,Matches
296,286,Michael Keane,eng ENG,DF,Everton,26,1993,31,2559,83,74.8,28.4,28,90,28,3,13,6,1.39,32,42,-10,-0.35,-0.14,36.3,38.0,-1.7,-0.06,-0.50,Matches
297,287,Naby Keïta,gn GUI,MF,Liverpool,24,1995,18,815,45,23.8,9.1,9,73,1,9,18,9,2.33,19,8,+11,+1.21,-0.20,15.6,6.8,+8.8,+0.97,+0.20,Matches
298,288,Caoimhín Kelleher,ie IRL,GK,Liverpool,20,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
299,289,Lloyd Kelly,eng ENG,DF,Bournemouth,20,1998,8,639,80,18.7,7.1,7,90,7,1,9,6,0.88,11,15,-4,-0.56,+0.12,10.9,11.7,-0.7,-0.10,+0.44,Matches
300,290,Martin Kelly,eng ENG,DF,Crystal Palace,29,1990,19,1549,82,45.3,17.2,17,87,14,2,34,11,1.47,18,16,+2,+0.12,+1.13,15.5,26.6,-11.0,-0.64,-0.15,Matches
301,291,Kenedy,br BRA,"FW,MF",Chelsea,23,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
302,292,Gavin Kilkenny,ie IRL,MF,Bournemouth,19,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
303,293,Max Kilman,eng ENG,DF,Wolves,22,1997,3,185,62,5.4,2.1,2,90,2,1,5,30,1.33,1,2,-1,-0.49,-0.82,1.8,2.9,-1.1,-0.53,-1.01,Matches
304,294,Joshua King,no NOR,"FW,MF",Bournemouth,27,1992,26,2011,77,58.8,22.3,24,82,13,2,24,0,0.96,23,37,-14,-0.63,+0.08,28.5,35.2,-6.7,-0.30,+0.39,Matches
305,295,Nya Kirby,eng ENG,MF,Crystal Palace,19,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
306,296,Timm Klose,ch SUI,DF,Norwich City,31,1988,7,585,84,17.1,6.5,7,84,6,0,,1,0.00,1,13,-12,-1.85,-0.67,3.8,11.2,-7.4,-1.14,-0.44,Matches
307,297,Jonathan Kodjia,ci CIV,FW,Aston Villa,29,1989,6,117,20,3.4,1.3,0,,0,6,20,6,0.50,1,6,-5,-3.85,-3.27,1.9,4.3,-2.4,-1.82,-1.25,Matches
308,298,Ali Koiki,eng ENG,DF,Burnley,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
309,299,Sead Kolašinac,ba BIH,DF,Arsenal,26,1993,26,1701,65,49.7,18.9,19,81,14,7,23,3,1.58,28,26,+2,+0.11,-0.21,25.5,23.1,+2.4,+0.13,+0.69,Matches
310,300,Ezri Konsa,eng ENG,DF,Aston Villa,21,1997,25,2039,82,59.6,22.7,24,84,19,1,16,13,1.08,23,39,-16,-0.71,-0.05,24.1,39.6,-15.5,-0.69,-0.17,Matches
311,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
312,301,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,29,1989,35,2528,72,73.9,28.1,29,81,14,6,28,3,1.20,24,36,-12,-0.43,+0.28,27.8,41.9,-14.0,-0.50,+0.22,Matches
313,302,Mateo Kovačić,hr CRO,MF,Chelsea,25,1994,31,2073,67,60.6,23.0,23,82,15,8,23,3,1.74,40,37,+3,+0.13,-0.67,39.8,24.0,+15.8,+0.69,-0.30,Matches
314,303,Emil Krafth,se SWE,DF,Newcastle Utd,24,1994,17,1020,60,29.8,11.3,11,84,7,6,16,14,1.12,13,23,-10,-0.88,-0.51,10.3,19.0,-8.8,-0.77,+0.02,Matches
315,304,Tim Krul,nl NED,GK,Norwich City,31,1988,36,3240,90,94.7,36.0,36,90,36,0,,0,0.58,25,68,-43,-1.19,+1.81,33.7,62.0,-28.3,-0.78,-0.18,Matches
316,305,Alexandre Lacazette,fr FRA,FW,Arsenal,28,1991,30,1874,62,54.8,20.8,22,79,9,8,16,4,1.30,36,25,+11,+0.53,+0.70,27.4,29.6,-2.2,-0.11,+0.25,Matches
317,306,Adam Lallana,eng ENG,MF,Liverpool,31,1988,15,382,25,11.2,4.2,3,73,0,12,14,11,2.67,9,5,+4,+0.94,-0.48,8.0,4.3,+3.7,+0.86,+0.05,Matches
318,307,Érik Lamela,ar ARG,"MF,FW",Tottenham,27,1992,25,1215,49,35.5,13.5,12,78,4,13,21,2,1.52,22,12,+10,+0.74,+0.58,17.1,22.0,-4.9,-0.36,-0.31,Matches
319,308,Tariq Lamptey,gh GHA,DF,Chelsea,18,2000,1,32,32,0.9,0.4,0,,0,1,32,1,3.00,2,0,+2,+5.63,+5.28,1.2,0.1,+1.1,+3.04,+2.26,Matches
320,309,Tariq Lamptey,gh GHA,DF,Brighton,18,2000,8,588,74,17.2,6.5,7,79,3,1,32,1,1.13,5,8,-3,-0.46,-0.08,7.2,9.1,-1.9,-0.29,-0.05,Matches
321,310,Henri Lansbury,eng ENG,MF,Aston Villa,28,1990,10,195,20,5.7,2.2,2,69,0,8,7,19,1.00,2,6,-4,-1.85,-1.23,2.4,4.5,-2.1,-0.98,-0.38,Matches
322,311,Manuel Lanzini,ar ARG,"MF,FW",West Ham,26,1993,24,1379,57,40.3,15.3,14,80,6,10,26,8,0.83,17,30,-13,-0.85,-0.85,23.2,32.9,-9.7,-0.64,-0.39,Matches
323,312,Aymeric Laporte,es ESP,DF,Manchester City,25,1994,15,1097,73,32.1,12.2,14,76,6,1,30,2,2.47,36,5,+31,+2.54,+1.15,34.3,10.1,+24.2,+1.99,+0.76,Matches
324,313,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,25,1993,24,2076,87,60.7,23.1,24,87,21,0,,0,1.33,24,31,-7,-0.30,+0.57,23.2,39.6,-16.3,-0.71,+0.21,Matches
325,314,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,23,1996,13,480,37,14.0,5.3,4,79,1,9,18,0,1.00,4,13,-9,-1.69,-1.35,3.8,9.9,-6.1,-1.14,-0.40,Matches
326,315,Moritz Leitner,de GER,MF,Norwich City,26,1992,9,685,76,20.0,7.6,7,82,4,2,56,4,0.44,7,16,-9,-1.18,+0.13,9.1,14.2,-5.2,-0.68,+0.12,Matches
327,316,Florian Lejeune,fr FRA,DF,Newcastle Utd,28,1991,6,442,74,12.9,4.9,4,86,3,2,50,6,0.83,5,10,-5,-1.02,-0.56,5.1,10.4,-5.3,-1.08,-0.33,Matches
328,317,Aaron Lennon,eng ENG,MF,Burnley,32,1987,16,496,31,14.5,5.5,4,82,3,12,14,10,1.31,3,15,-12,-2.18,-2.33,4.4,10.0,-5.5,-1.00,-1.10,Matches
329,318,Bernd Leno,de GER,GK,Arsenal,27,1992,30,2649,88,77.5,29.4,30,88,29,0,,0,1.33,40,39,+1,+0.03,-0.78,36.5,42.7,-6.2,-0.21,+0.03,Matches
330,319,Jefferson Lerma,co COL,MF,Bournemouth,24,1994,33,2703,82,79.0,30.0,31,85,24,2,30,1,1.00,34,48,-14,-0.47,+0.91,34.6,46.6,-12.0,-0.40,+0.29,Matches
331,320,Alfie Lewis,eng ENG,MF,West Ham,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
332,321,Harry Lewis,eng ENG,GK,Southampton,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
333,322,Jamal Lewis,nir NIR,DF,Norwich City,21,1998,28,2304,82,67.4,25.6,25,88,21,3,31,9,0.39,14,56,-42,-1.64,-1.08,22.0,49.3,-27.2,-1.06,-0.88,Matches
334,323,Victor Lindelöf,se SWE,DF,Manchester Utd,25,1994,35,3092,88,90.4,34.4,35,88,33,0,,0,1.80,61,32,+29,+0.84,+0.57,57.3,34.0,+23.2,+0.68,+0.32,Matches
335,324,Jesse Lingard,eng ENG,MF,Manchester Utd,26,1992,22,935,43,27.3,10.4,9,72,0,13,22,4,1.55,16,14,+2,+0.19,-0.82,18.3,11.1,+7.2,+0.70,+0.07,Matches
336,325,Hugo Lloris,fr FRA,GK,Tottenham,32,1986,21,1807,86,52.8,20.1,21,86,20,0,,0,1.86,36,21,+15,+0.75,+0.80,24.2,31.0,-6.7,-0.34,-0.36,Matches
337,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
338,326,Giovani Lo Celso,ar ARG,MF,Tottenham,23,1996,28,1492,53,43.6,16.6,15,80,7,13,23,4,1.43,24,18,+6,+0.36,-0.01,20.9,23.5,-2.7,-0.16,+0.01,Matches
339,327,Jürgen Locadia,nl NED,"FW,MF",Brighton,25,1993,2,86,43,2.5,1.0,1,63,0,1,23,1,1.50,1,1,0,0.00,+0.40,0.4,1.4,-1.0,-1.04,-0.81,Matches
340,328,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,23,1996,7,208,30,6.1,2.3,2,60,0,5,18,4,2.14,4,3,+1,+0.43,+0.04,4.6,4.1,+0.5,+0.22,-0.62,Matches
341,329,Andy Lonergan,ie IRL,GK,Liverpool,35,1983,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
342,330,Kevin Long,ie IRL,DF,Burnley,28,1990,8,564,71,16.5,6.3,6,90,6,2,12,21,1.50,7,5,+2,+0.32,+0.60,8.0,7.5,+0.5,+0.08,+0.16,Matches
343,331,Shane Long,ie IRL,FW,Southampton,32,1987,26,1395,54,40.8,15.5,15,77,2,11,22,5,1.54,21,20,+1,+0.06,+0.51,21.9,18.3,+3.6,+0.24,+0.25,Matches
344,332,Matthew Longstaff,eng ENG,MF,Newcastle Utd,19,2000,9,575,64,16.8,6.4,6,90,5,3,12,13,1.00,7,11,-4,-0.63,-0.12,4.8,11.1,-6.3,-0.98,-0.23,Matches
345,333,Sean Longstaff,eng ENG,MF,Newcastle Utd,21,1997,23,1378,60,40.3,15.3,14,84,11,9,23,3,1.13,15,26,-11,-0.72,-0.32,11.3,24.5,-13.2,-0.86,-0.11,Matches
346,334,Jonas Lössl,dk DEN,GK,Everton,30,1989,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
347,335,Dejan Lovren,hr CRO,DF,Liverpool,30,1989,10,777,78,22.7,8.6,9,84,8,1,18,10,2.50,19,11,+8,+0.93,-0.57,15.4,9.4,+6.0,+0.69,-0.17,Matches
348,336,Matthew Lowton,eng ENG,DF,Burnley,30,1989,17,1530,90,44.7,17.0,17,90,17,0,,9,1.12,17,31,-14,-0.82,-1.16,18.9,24.1,-5.3,-0.31,-0.45,Matches
349,337,David Luiz,br BRA,DF,Arsenal,32,1987,33,2809,85,82.1,31.2,32,87,30,1,25,3,1.42,47,38,+9,+0.29,+0.44,40.5,46.6,-6.1,-0.20,+0.13,Matches
350,338,Douglas Luiz,br BRA,MF,Aston Villa,21,1998,36,2612,73,76.4,29.0,28,87,24,8,20,1,0.94,29,51,-22,-0.76,-0.31,32.0,52.8,-20.8,-0.72,-0.42,Matches
351,339,John Lundstram,eng ENG,MF,Sheffield Utd,25,1994,34,2458,72,71.9,27.3,26,87,21,8,25,1,1.38,27,29,-2,-0.07,-0.26,31.1,38.8,-7.6,-0.28,-0.25,Matches
352,340,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,20,1998,9,352,39,10.3,3.9,4,70,0,5,14,1,1.44,4,6,-2,-0.51,-0.13,4.7,5.2,-0.5,-0.14,+0.12,Matches
353,341,Matt Macey,eng ENG,GK,Arsenal,24,1994,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
354,342,James Maddison,eng ENG,MF,Leicester City,22,1996,31,2624,85,76.7,29.2,29,88,23,2,36,0,1.68,51,26,+25,+0.86,+0.74,46.9,35.0,+11.9,+0.41,-0.14,Matches
355,343,Jacob Maddox,eng ENG,MF,Southampton,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
356,344,Harry Maguire,eng ENG,DF,Manchester Utd,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.74,66,36,+30,+0.79,,62.2,37.7,+24.5,+0.64,,Matches
357,345,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,28,1991,33,1944,59,56.8,21.6,21,79,12,12,23,5,2.09,65,15,+50,+2.31,+1.28,54.6,19.8,+34.8,+1.61,+0.33,Matches
358,346,Archie Mair,sct SCO,GK,Norwich City,18,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
359,347,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,1997,20,1386,69,40.5,15.4,15,87,14,5,17,8,1.70,22,21,+1,+0.06,-0.24,19.3,22.7,-3.4,-0.22,0.00,Matches
360,348,Sadio Mané,sn SEN,"FW,MF",Liverpool,27,1992,35,2747,78,80.3,30.5,31,85,19,4,26,1,2.57,66,28,+38,+1.24,-0.63,54.0,29.3,+24.8,+0.81,-0.04,Matches
361,349,Javier Manquillo,es ESP,DF,Newcastle Utd,25,1994,21,1599,76,46.8,17.8,18,85,15,3,21,5,1.19,19,21,-2,-0.11,+0.78,17.4,26.5,-9.0,-0.51,+0.53,Matches
362,350,Solly March,eng ENG,"MF,DF",Brighton,25,1994,19,1143,60,33.4,12.7,11,81,3,8,32,6,0.89,15,15,0,0.00,+0.59,14.8,19.9,-5.1,-0.40,-0.22,Matches
363,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
364,351,Pablo Marí,es ESP,DF,Arsenal,25,1993,2,113,57,3.3,1.3,2,57,1,0,,0,1.50,1,0,+1,+0.80,+0.61,1.3,1.6,-0.3,-0.22,0.00,Matches
365,352,Adrian Mariappa,jm JAM,DF,Watford,32,1986,20,1513,76,44.2,16.8,15,88,14,5,39,9,0.80,16,33,-17,-1.01,-0.49,19.6,33.5,-13.9,-0.83,-1.05,Matches
366,353,Anthony Martial,fr FRA,FW,Manchester Utd,23,1995,32,2624,82,76.7,29.2,31,84,14,1,7,0,1.81,56,27,+29,+0.99,+0.88,48.0,29.4,+18.7,+0.64,-0.02,Matches
367,354,David Martin,eng ENG,GK,West Ham,33,1986,5,436,87,12.7,4.8,4,90,4,1,76,8,1.20,3,6,-3,-0.62,-0.32,3.7,7.3,-3.7,-0.75,-0.40,Matches
368,355,Josh Martin,eng ENG,"MF,FW",Norwich City,17,2001,5,37,7,1.1,0.4,0,,0,5,7,3,0.00,0,2,-2,-4.86,-3.61,0.9,1.1,-0.2,-0.46,+0.32,Matches
369,356,Cuco Martina,cw CUW,"DF,MF",Everton,29,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
370,357,Martinelli,br BRA,MF,Arsenal,18,2001,14,663,47,19.4,7.4,6,90,5,8,16,10,1.21,7,9,-2,-0.27,-0.60,8.4,11.2,-2.8,-0.38,-0.20,Matches
371,358,Emiliano Martínez,ar ARG,GK,Arsenal,26,1992,9,771,86,22.5,8.6,8,90,8,1,51,29,1.78,16,9,+7,+0.82,+0.78,10.5,12.6,-2.1,-0.24,-0.03,Matches
372,359,Adam Masina,ma MAR,DF,Watford,25,1994,26,1821,70,53.2,20.2,20,86,16,6,17,3,1.00,18,31,-13,-0.64,+0.20,26.8,28.5,-1.7,-0.08,+0.35,Matches
373,360,Arthur Masuaku,cd COD,DF,West Ham,25,1993,17,937,55,27.4,10.4,10,81,7,7,18,7,1.18,7,18,-11,-1.06,-0.98,10.3,20.7,-10.4,-1.00,-0.82,Matches
374,361,Juan Mata,es ESP,MF,Manchester Utd,31,1988,19,758,40,22.2,8.4,8,78,2,11,12,19,1.26,9,8,+1,+0.12,-0.86,13.1,8.0,+5.1,+0.61,-0.05,Matches
375,362,Nemanja Matić,rs SRB,MF,Manchester Utd,30,1988,21,1581,75,46.2,17.6,18,84,13,3,21,6,1.95,36,13,+23,+1.31,+0.97,28.1,16.4,+11.7,+0.67,+0.04,Matches
376,363,Joël Matip,cm CMR,DF,Liverpool,27,1991,9,703,78,20.6,7.8,8,88,7,1,1,7,2.56,15,5,+10,+1.28,-0.11,12.0,7.7,+4.3,+0.55,-0.34,Matches
377,364,Neal Maupay,fr FRA,FW,Brighton,22,1996,37,2766,75,80.9,30.7,30,86,20,7,29,1,1.08,33,36,-3,-0.10,+1.55,39.5,45.1,-5.6,-0.18,+0.36,Matches
378,365,Konstantinos Mavropanos,gr GRE,DF,Arsenal,21,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
379,366,James McArthur,sct SCO,MF,Crystal Palace,31,1987,37,3090,84,90.4,34.3,37,84,22,0,,0,1.16,30,38,-8,-0.23,+2.77,31.7,49.9,-18.3,-0.53,+0.26,Matches
380,367,Oliver McBurnie,sct SCO,FW,Sheffield Utd,23,1996,36,2113,59,61.8,23.5,24,76,7,12,24,2,1.44,22,25,-3,-0.13,-0.33,27.5,32.3,-4.8,-0.20,+0.01,Matches
381,368,Alex McCarthy,eng ENG,GK,Southampton,29,1989,28,2520,90,73.7,28.0,28,90,28,0,,8,1.57,42,35,+7,+0.25,+1.85,41.7,37.2,+4.5,+0.16,+0.29,Matches
382,369,James McCarthy,ie IRL,MF,Crystal Palace,28,1990,33,1680,51,49.1,18.7,16,84,11,17,20,5,1.09,15,29,-14,-0.75,-0.49,18.3,26.4,-8.1,-0.44,+0.24,Matches
383,370,John McGinn,sct SCO,MF,Aston Villa,24,1994,28,2312,83,67.6,25.7,27,84,21,1,31,0,0.89,29,41,-12,-0.47,+0.67,32.3,41.6,-9.3,-0.36,+0.79,Matches
384,371,David McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,28,1815,65,53.1,20.2,22,76,6,6,23,1,1.43,23,18,+5,+0.25,+0.53,24.7,24.8,-0.1,-0.01,+0.43,Matches
385,372,Michael McGovern,nir NIR,GK,Norwich City,35,1984,2,159,80,4.6,1.8,1,90,1,1,69,18,0.00,1,6,-5,-2.83,-1.62,3.2,3.6,-0.4,-0.21,+0.59,Matches
386,373,Giovanni McGregor,eng ENG,MF,Crystal Palace,20,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
387,374,Kenny McLean,sct SCO,MF,Norwich City,27,1992,37,2968,80,86.8,33.0,32,90,29,5,19,1,0.49,17,63,-46,-1.39,-0.80,31.8,57.5,-25.6,-0.78,-0.01,Matches
388,375,Dwight McNeil,eng ENG,MF,Burnley,19,1999,38,3338,88,97.6,37.1,38,88,31,0,,0,1.42,41,48,-7,-0.19,-0.19,46.6,47.2,-0.6,-0.02,+1.96,Matches
389,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
390,376,Scott McTominay,sct SCO,MF,Manchester Utd,22,1996,27,1772,66,51.8,19.7,20,84,13,7,14,2,1.85,28,20,+8,+0.41,-0.80,30.6,20.3,+10.3,+0.53,-0.25,Matches
391,377,Zech Medley,eng ENG,DF,Arsenal,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
392,378,Ben Mee,eng ENG,DF,Burnley,29,1989,32,2880,90,84.2,32.0,32,90,32,0,,0,1.41,36,45,-9,-0.28,-0.61,39.5,42.7,-3.2,-0.10,-0.24,Matches
393,379,Benjamin Mendy,fr FRA,DF,Manchester City,25,1994,19,1492,79,43.6,16.6,18,82,12,1,14,8,2.32,49,13,+36,+2.17,+0.72,40.1,13.7,+26.4,+1.59,+0.22,Matches
394,380,Nampalys Mendy,sn SEN,MF,Leicester City,27,1992,7,291,42,8.5,3.2,4,65,1,3,10,7,1.86,5,3,+2,+0.62,-0.07,7.0,3.5,+3.5,+1.08,+0.70,Matches
395,381,Chris Mepham,wls WAL,DF,Bournemouth,21,1997,12,912,76,26.7,10.1,10,90,10,2,6,11,0.67,6,19,-13,-1.28,-0.85,10.0,16.0,-6.0,-0.59,-0.18,Matches
396,382,Max Meyer,de GER,"MF,FW",Crystal Palace,23,1995,17,655,39,19.2,7.3,6,73,1,11,20,16,0.65,5,11,-6,-0.82,-0.40,6.7,11.8,-5.1,-0.70,-0.18,Matches
397,383,Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,31,2513,81,73.5,27.9,28,88,24,3,17,1,1.03,22,38,-16,-0.57,-0.28,24.1,41.7,-17.7,-0.63,-0.28,Matches
398,384,James Milner,eng ENG,"MF,DF",Liverpool,33,1986,22,937,43,27.4,10.4,9,83,7,13,15,5,2.91,26,9,+17,+1.63,+0.36,20.8,8.9,+11.9,+1.15,+0.45,Matches
399,385,Yerry Mina,co COL,DF,Everton,24,1994,29,2284,79,66.8,25.4,25,88,23,4,24,2,1.28,29,37,-8,-0.32,0.00,35.1,31.9,+3.1,+0.12,+0.17,Matches
400,386,Takumi Minamino,jp JPN,"FW,MF",Liverpool,24,1995,10,249,25,7.3,2.8,2,54,0,8,18,7,1.90,4,2,+2,+0.72,-0.70,5.0,2.5,+2.5,+0.89,+0.08,Matches
